inner_fold,threshold,tipo,accuracy,balanced_accuracy,f1_macro,outer_fold
todos,0.5,busca_limiar,0.7200587168638287,0.7234759497668518,0.7193688422864889,3
todos,0.56,busca_limiar,0.7139797944909766,0.722455607907922,0.713975398842329,3
todos,0.4,busca_limiar,0.7259476729125292,0.7210589657001136,0.721661040001034,3
todos,0.55,busca_limiar,0.712287367239444,0.7203769592145026,0.7122725882308869,3
todos,0.49,busca_limiar,0.7174164579915379,0.7199986701176402,0.716504614802028,3
todos,0.51,busca_limiar,0.7133408168551939,0.7182490683238096,0.7129775563635148,3
todos,0.39,busca_limiar,0.7240307400051809,0.7181335276825072,0.7190721973303755,3
todos,0.54,busca_limiar,0.7095760297038253,0.7171870557627397,0.7095401023043519,3
todos,0.52,busca_limiar,0.7094033330455056,0.715478067186166,0.7092250035299053,3
todos,0.44999999999999996,busca_limiar,0.7158967273983249,0.7152479860149068,0.7138155163497596,3
todos,0.53,busca_limiar,0.708194456437268,0.7151745744601111,0.7081142289373847,3
todos,0.48,busca_limiar,0.7132026595285381,0.7148234176110254,0.7119934658490161,3
todos,0.38,busca_limiar,0.719402469562214,0.7123832715452949,0.7136015293293716,3
todos,0.47,busca_limiar,0.7109230636387186,0.7118395564223059,0.709466492134666,3
todos,0.71,busca_limiar,0.6893532510145929,0.7115073877983537,0.6847795189499961,3
todos,0.45999999999999996,busca_limiar,0.7105085916587514,0.710848976934891,0.7088319832436173,3
todos,0.37,busca_limiar,0.7154477160866938,0.7074761249747641,0.7088666360543658,3
todos,0.36,busca_limiar,0.7129263448752267,0.704111532992219,0.7056174712474967,3
todos,0.72,busca_limiar,0.676539158967274,0.7004519051430238,0.6703041836905135,3
todos,0.35,busca_limiar,0.7095587600379932,0.6998416107476391,0.7014080101050746,3
todos,0.33999999999999997,busca_limiar,0.7044296692858993,0.6937687643475514,0.6953060502694219,3
todos,0.32999999999999996,busca_limiar,0.6999050168379242,0.6880573941821562,0.6894959762903989,3
todos,0.73,busca_limiar,0.6622053363267421,0.6878577125306424,0.6539360633987978,3
todos,0.32,busca_limiar,0.6972627579656334,0.6843548491152305,0.6856468253433532,3
todos,0.74,busca_limiar,0.6554874363181072,0.6821220419544873,0.6459579402002587,3
todos,0.31,busca_limiar,0.6946032294275106,0.6805047085097213,0.6815416919212708,3
todos,0.75,busca_limiar,0.6498402555910543,0.6772685003857966,0.6391976794712863,3
todos,0.3,busca_limiar,0.6901476556428633,0.6749060024576456,0.67553858312061,3
1,0.5,limiar_padrao,0.8074591820018566,0.831275720164609,0.8069494624750727,4
2,0.5,limiar_padrao,0.6889119284077267,0.6994128693950853,0.6887964612240678,4
3,0.5,limiar_padrao,0.5584854631507775,0.5557522566629695,0.5552576137486098,4
todos,0.5800000000000001,busca_limiar,0.7522285468800344,0.7677342739648649,0.751246599750863,4
todos,0.59,busca_limiar,0.7516020477571331,0.7675053410896813,0.7504963559397388,4
todos,0.5700000000000001,busca_limiar,0.7518347474313536,0.7669717737225058,0.750954137796803,4
todos,0.56,busca_limiar,0.7513514481079726,0.766023828147159,0.7505908986165007,4
todos,0.6,busca_limiar,0.7492034511151684,0.7656213204316791,0.7479117553122169,4
todos,0.65,busca_limiar,0.7468406544230838,0.7651681025314974,0.7447972398485396,4
todos,0.6599999999999999,busca_limiar,0.7460351555507823,0.7648510705311655,0.7437671170529785,4
todos,0.64,busca_limiar,0.7465184548741631,0.7644702832502972,0.7446277366256874,4
todos,0.63,busca_limiar,0.7465542548240433,0.7641772197660894,0.7447960623825254,4
todos,0.61,busca_limiar,0.7470554541223642,0.7639443138541154,0.7455795573647886,4
