Coleta,Dia,Vaso,Tempo,Classe,predito,prob_sem_nematoide,acertou
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,741.63,0,0,0.424491318741164,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,639.99,0,0,0.4678944514652328,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,274.5,0,0,0.3296121997975312,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,514.4,1,1,0.958998007958668,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,555.32,0,0,0.4621943250989892,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,493.42,1,1,0.9556079424435838,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,612.67,1,1,0.9514207690678115,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,228.71,1,1,0.9958267256965058,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,552.11,1,1,0.9855153432847115,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,723.22,1,1,0.8707307633687478,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,454.97,1,1,0.994443914713283,True
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,198.17,0,0,0.037456030530622034,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,148.62,0,0,0.0793208066706574,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,567.65,1,1,0.9816341820899175,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,180.07,1,1,0.9962920825305365,True
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,294.81,0,0,0.12315886796325382,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,722.1,0,1,0.5510321622665312,False
dia 13 - Soja Saudavel Vaso 4,13.0,4.0,226.06,1,1,0.9871589425615495,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,492.39,0,0,0.28625181701224206,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,731.25,1,1,0.9243617655491122,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,680.06,0,0,0.258745710783798,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,601.15,1,1,0.9790001917695601,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,707.85,1,1,0.8812018631543727,True
dia 13 - Soja Saudavel Vaso 4,13.0,4.0,201.4,1,1,0.9866396394490933,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,248.51,1,1,0.9999964536775867,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,528.57,0,0,0.45164685764338064,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,144.03,0,0,0.04485033050280136,True
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,109.78,0,0,0.017670194134186013,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,656.54,1,1,0.8897887748385281,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,465.4,1,1,0.991905544561103,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,622.54,0,1,0.5042053366194613,False
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,240.68,0,0,0.3243988490910143,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,98.86,0,1,0.7069652532486745,False
dia 19 - Soja Saudavel Vaso 1,19.0,1.0,203.45,1,1,0.5629600409426562,True
