feature,tipo,importancia_media,importancia_desvio,amostra_teste_usada
Pres.,ambiente,0.1632769889630034,0.0016006962619814393,8000
Temp.,ambiente,0.08947035798577993,0.004212572581760852,8000
MQ135,sensor_mq,0.023321836030777376,0.0006785201301429686,8000
MQ3,sensor_mq,0.0046431414168214055,0.0005437490456863371,8000
MQ2,sensor_mq,0.0009551605200318391,0.0001759949477503325,8000
MQ8,sensor_mq,0.0003449190766781962,0.0002599617662810726,8000
MQ7,sensor_mq,0.0,0.0,8000
Soil,ambiente,0.0,0.0,8000
MQ138,sensor_mq,0.0,0.0,8000
