Coleta,Dia,Vaso,Tempo,Soil,Temp.,Pres.,MQ2,MQ3,MQ7,MQ8,MQ135,MQ138,Classe
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,136.11,101.0,36.3,93.55,6756,13694,481,3090,19969,12679,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,136.36,114.0,36.3,93.55,6784,13882,482,3090,19941,12679,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,136.61,104.0,36.3,93.56,6784,13877,483,3092,19949,12678,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,136.86,111.0,36.3,93.55,6754,13732,481,3089,19947,12675,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,137.1,123.0,36.3,93.54,6764,13740,482,3091,19988,12677,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,137.36,115.0,36.3,93.55,6743,13588,479,3088,19999,12675,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,137.62,121.0,36.3,93.55,6750,13646,480,3088,20008,12675,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,137.88,115.0,36.3,93.55,6750,13515,481,3089,20020,12674,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,138.12,108.0,36.4,93.55,6744,13573,478,3089,20060,12673,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,138.37,101.0,36.4,93.54,6753,13695,480,3091,19998,12667,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,138.67,113.0,36.4,93.55,6764,13708,480,3089,19982,12671,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,138.92,97.0,36.4,93.55,6777,13821,482,3092,19956,12671,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,139.17,124.0,36.4,93.55,6777,13775,482,3093,20003,12669,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,139.41,118.0,36.4,93.55,6775,13760,480,3090,19977,12669,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,139.82,101.0,36.4,93.55,6792,13906,482,3094,19927,12668,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,140.37,103.0,36.4,93.55,6809,14029,485,3095,19896,12666,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,140.79,104.0,36.4,93.55,6778,13813,482,3091,19944,12667,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,141.04,106.0,36.4,93.54,6788,13802,482,3094,19969,12648,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,141.28,119.0,36.4,93.55,6793,13877,482,3093,19970,12665,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,141.53,124.0,36.4,93.54,6757,13765,479,3090,19956,12663,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,141.79,114.0,36.4,93.55,6777,13879,482,3093,19955,12664,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,142.06,113.0,36.4,93.55,6782,13860,481,3091,19967,12644,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,142.31,125.0,36.4,93.54,6792,13883,482,3092,19960,12660,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,142.55,116.0,36.4,93.53,6809,13974,485,3097,19920,12658,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,142.8,117.0,36.4,93.55,6800,13983,482,3094,19929,12658,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,143.09,117.0,36.5,93.55,6820,14153,485,3096,19871,12646,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,143.33,106.0,36.5,93.55,6816,14089,484,3097,19878,12657,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,143.58,113.0,36.4,93.54,6844,14229,487,3096,19863,12657,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,143.83,103.0,36.4,93.55,6824,14099,484,3097,19894,12657,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,144.09,113.0,36.5,93.55,6766,13698,479,3091,20018,12656,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,144.33,99.0,36.5,93.55,6753,13517,477,3090,20061,12654,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,144.58,119.0,36.5,93.55,6800,13892,482,3093,19961,12655,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,144.83,127.0,36.5,93.54,6800,13932,482,3095,19948,12636,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,145.07,103.0,36.5,93.55,6803,13948,482,3094,19941,12654,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,145.38,119.0,36.5,93.55,6801,13916,480,3092,19953,12653,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,145.63,102.0,36.5,93.53,6809,13998,481,3094,19921,12653,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,145.87,96.0,36.5,93.55,6807,14027,481,3096,19915,12654,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,146.12,114.0,36.5,93.55,6840,14174,485,3099,19875,12653,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,146.42,100.0,36.5,93.54,6831,14112,484,3098,19893,12653,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,146.66,111.0,36.5,93.55,6827,14093,483,3096,19899,12633,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,146.91,106.0,36.5,93.55,6799,13875,480,3092,19965,12650,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,147.16,89.0,36.5,93.55,6797,13868,479,3094,19975,12647,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,147.41,108.0,36.5,93.55,6720,13578,481,3093,19942,12647,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,147.66,103.0,36.5,93.55,6811,13978,481,3094,19931,12646,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,147.91,118.0,36.5,93.55,6803,13903,480,3095,19930,12645,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,148.15,106.0,36.5,93.55,6788,13791,477,3093,19995,12643,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,148.41,94.0,36.6,93.55,6786,13647,478,3091,20004,12640,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,148.69,118.0,36.6,93.56,6799,13876,479,3094,19960,12639,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,148.93,100.0,36.6,93.55,6818,14015,481,3095,19913,12639,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,149.18,100.0,36.6,93.54,6817,14016,481,3095,19920,12638,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,149.43,103.0,36.6,93.55,6822,14039,482,3095,19913,12620,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,149.68,102.0,36.6,93.54,6823,14045,481,3095,19915,12639,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,149.93,110.0,36.6,93.54,6827,14063,482,3095,19910,12638,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,150.18,94.0,36.6,93.54,6824,14072,481,3097,19906,12638,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,150.42,98.0,36.6,93.55,6829,14087,481,3097,19900,12636,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,150.68,101.0,36.6,93.55,6825,14011,481,3097,19911,12637,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,150.96,94.0,36.6,93.55,6825,14080,480,3096,19909,12637,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,151.2,100.0,36.6,93.55,6830,14084,480,3095,19903,12639,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,151.45,103.0,36.6,93.55,6829,14074,480,3095,19908,12639,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,151.7,106.0,36.6,93.56,6833,14106,480,3096,19871,12636,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,152.0,108.0,36.6,93.55,6831,14004,480,3095,19932,12638,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,152.25,90.0,36.6,93.55,6838,14134,480,3096,19896,12640,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,152.59,118.0,36.6,93.55,6832,14078,480,3097,19910,12638,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,152.83,115.0,36.6,93.55,6825,14031,478,3096,19922,12639,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,153.12,111.0,36.6,93.55,6834,14087,480,3094,19910,12622,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,153.35,115.0,36.6,93.55,6818,14028,479,3095,19929,12641,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,153.58,118.0,36.6,93.55,6838,14112,479,3096,19903,12639,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,153.81,113.0,36.6,93.56,6840,14113,480,3097,19905,12642,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,154.05,97.0,36.7,93.55,6844,14153,478,3094,19866,12641,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,154.28,94.0,36.6,93.55,6842,14121,477,3097,19904,12640,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,154.51,95.0,36.7,93.55,6807,13911,480,3097,19905,12641,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,154.9,115.0,36.7,93.55,6843,14131,479,3095,19894,12640,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,155.44,120.0,36.7,93.55,6842,14124,478,3096,19901,12641,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,155.83,98.0,36.7,93.55,6843,14109,479,3098,19913,12643,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,156.06,90.0,36.7,93.55,6841,14104,479,3098,19932,12645,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,156.29,109.0,36.7,93.55,6848,14108,479,3098,19899,12625,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,156.53,101.0,36.7,93.55,6817,14179,480,3097,19887,12644,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,156.76,103.0,36.7,93.55,6840,14126,478,3096,19898,12643,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,156.99,120.0,36.7,93.55,6851,14169,481,3098,19891,12643,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,157.22,116.0,36.7,93.55,6849,14159,480,3098,19861,12642,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,157.51,104.0,36.7,93.55,6850,14168,480,3100,19890,12643,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,157.74,102.0,36.7,93.55,6854,14175,480,3100,19880,12642,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,157.97,101.0,36.7,93.55,6849,14142,481,3098,19904,12641,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,158.21,98.0,36.7,93.55,6855,14198,481,3099,19887,12642,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,158.45,103.0,36.7,93.55,6856,14195,482,3099,19884,12622,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,158.69,113.0,36.8,93.55,6859,14222,482,3100,19874,12638,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,158.92,124.0,36.7,93.55,6856,14205,481,3101,19884,12637,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,159.15,115.0,36.7,93.54,6861,14247,482,3102,19864,12637,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,159.38,113.0,36.8,93.55,6859,14199,481,3101,19875,12638,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,159.62,108.0,36.8,93.55,6858,14201,481,3100,19880,12636,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,159.85,95.0,36.8,93.55,6862,14237,482,3102,19873,12636,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,160.08,102.0,36.8,93.54,6850,14258,480,3100,19862,12636,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,160.31,99.0,36.8,93.54,6854,14264,481,3100,19863,12637,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,160.54,99.0,36.8,93.55,6862,14238,482,3101,19875,12637,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,160.83,109.0,36.8,93.54,6860,14249,481,3103,19882,12641,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,161.06,107.0,36.8,93.54,6860,14210,482,3102,19892,12641,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,161.29,118.0,36.8,93.53,6863,14205,482,3101,19890,12641,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,161.52,117.0,36.8,93.54,6864,14207,481,3102,19866,12643,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,161.76,116.0,36.8,93.54,6844,14137,480,3100,19911,12642,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,162.0,109.0,36.8,93.54,6865,14244,485,3106,19879,12642,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,162.23,92.0,36.8,93.55,6860,14184,485,3105,19910,12636,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,162.46,96.0,36.8,93.55,6851,14226,487,3107,19886,12642,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,162.69,91.0,36.8,93.54,6866,14268,488,3109,19866,12642,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,162.92,111.0,36.8,93.55,6860,14225,490,3110,19893,12641,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,163.15,90.0,36.8,93.55,6867,14284,491,3113,19867,12624,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,163.38,90.0,36.8,93.54,6849,14240,494,3114,19877,12640,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,163.62,100.0,36.8,93.55,6864,14270,494,3116,19870,12640,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,163.85,112.0,36.8,93.55,6859,14244,495,3116,19860,12636,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,164.14,100.0,36.8,93.54,6853,14105,496,3116,19878,12637,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,164.37,114.0,36.8,93.55,6861,14241,499,3118,19885,12635,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,164.6,105.0,36.9,93.54,6860,14202,498,3119,19876,12633,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,164.84,97.0,36.8,93.54,6854,14237,499,3120,19887,12632,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,165.07,102.0,36.9,93.54,6858,14238,499,3120,19879,12631,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,165.31,105.0,36.9,93.54,6853,14256,499,3121,19874,12612,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,165.54,102.0,36.9,93.54,6863,14267,499,3120,19873,12632,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,165.77,108.0,36.9,93.55,6861,14275,500,3121,19872,12632,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,166.0,108.0,36.9,93.54,6857,14219,500,3123,19875,12631,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,166.24,108.0,36.9,93.55,6864,14255,501,3123,19873,12630,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,166.47,113.0,36.9,93.55,6864,14285,501,3123,19878,12630,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,166.7,113.0,36.9,93.55,6862,14260,501,3124,19883,12630,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,166.93,102.0,36.9,93.54,6858,14311,502,3124,19859,12627,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,167.17,108.0,36.9,93.55,6868,14300,501,3123,19860,12628,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,167.45,120.0,36.9,93.55,6857,14280,503,3126,19875,12610,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,167.69,118.0,36.9,93.55,6849,14216,502,3126,19897,12628,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,167.92,120.0,36.9,93.55,6858,14267,503,3125,19886,12626,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,168.15,109.0,36.9,93.55,6861,14255,504,3125,19882,12625,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,168.38,98.0,36.9,93.55,6856,14225,504,3126,19865,12624,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,168.62,93.0,36.9,93.54,6860,14255,503,3128,19881,12623,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,169.01,104.0,36.9,93.54,6866,14238,505,3126,19875,12621,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,169.55,103.0,36.9,93.55,6861,14262,505,3128,19872,12620,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,169.94,100.0,36.9,93.55,6867,14297,504,3127,19871,12619,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,170.18,96.0,36.9,93.54,6867,14295,506,3127,19874,12618,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,170.41,95.0,37.0,93.53,6866,14286,506,3128,19875,12619,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,170.67,98.0,36.9,93.55,6871,14356,505,3129,19850,12618,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,170.9,91.0,37.0,93.54,6870,14304,507,3129,19867,12618,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,171.13,93.0,36.9,93.54,6869,14312,506,3129,19868,12619,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,171.36,99.0,37.0,93.55,6867,14266,506,3129,19882,12620,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,171.6,104.0,37.0,93.54,6863,14256,505,3128,19885,12620,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,171.87,98.0,37.0,93.54,6870,14294,506,3128,19853,12617,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,172.1,99.0,37.0,93.54,6869,14296,506,3131,19875,12616,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,172.33,119.0,37.0,93.54,6866,14305,506,3130,19882,12616,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,172.56,120.0,37.0,93.53,6869,14283,505,3131,19880,12614,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,172.79,121.0,37.0,93.54,6856,14152,504,3127,19909,12615,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,173.03,119.0,37.0,93.54,6854,14218,506,3128,19903,12615,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,173.26,102.0,37.0,93.54,6843,14199,504,3130,19900,12614,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,173.49,104.0,37.0,93.54,6876,14225,479,3106,19892,12614,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,173.72,105.0,37.0,93.54,6885,14259,481,3106,19879,12615,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,174.01,111.0,37.0,93.55,6886,14289,481,3106,19878,12598,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,174.24,114.0,37.0,93.55,6862,14219,479,3105,19900,12615,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,174.47,121.0,37.0,93.55,6873,14194,481,3106,19892,12616,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,174.71,116.0,37.0,93.54,6878,14219,478,3106,19907,12614,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,174.95,111.0,37.0,93.54,6884,14267,480,3106,19861,12614,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,175.18,105.0,37.0,93.54,6886,14272,481,3104,19885,12614,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,175.41,100.0,37.0,93.54,6884,14262,478,3104,19889,12615,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,175.64,107.0,37.0,93.55,6887,14282,480,3106,19882,12613,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,175.87,104.0,37.0,93.54,6882,14232,480,3107,19905,12616,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,176.11,120.0,37.0,93.54,6888,14290,483,3109,19880,12617,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,176.34,103.0,37.0,93.55,6878,14256,486,3111,19885,12618,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,176.57,105.0,37.1,93.55,6874,14251,489,3116,19887,12614,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,176.8,104.0,37.1,93.55,6875,14270,493,3120,19888,12619,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,177.03,106.0,37.1,93.54,6875,14268,497,3121,19890,12620,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,177.31,120.0,37.1,93.54,6876,14264,499,3125,19884,12622,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,177.54,122.0,37.1,93.54,6872,14225,500,3126,19911,12623,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,177.77,128.0,37.1,93.55,6876,14277,501,3127,19891,12622,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,178.0,123.0,37.1,93.55,6870,14230,501,3127,19902,12605,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,178.24,111.0,37.1,93.54,6859,14228,501,3127,19915,12623,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,178.49,125.0,37.1,93.55,6877,14283,504,3130,19888,12622,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,178.72,123.0,37.1,93.55,6874,14264,504,3130,19869,12622,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,178.96,115.0,37.1,93.54,6868,14240,503,3131,19911,12622,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,179.19,109.0,37.1,93.54,6874,14257,504,3131,19898,12621,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,179.42,118.0,37.1,93.54,6867,14198,504,3129,19926,12622,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,179.65,131.0,37.1,93.54,6876,14264,504,3130,19891,12620,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,179.88,125.0,37.1,93.55,6869,14172,503,3129,19919,12620,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,180.12,128.0,37.1,93.54,6857,14211,503,3130,19915,12621,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,180.35,128.0,37.1,93.54,6874,14253,505,3132,19904,12620,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,180.63,113.0,37.1,93.54,6872,14252,505,3132,19903,12619,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,180.86,112.0,37.1,93.55,6874,14252,504,3132,19904,12619,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,181.09,121.0,37.1,93.55,6876,14251,505,3133,19899,12618,0
dia 11 - Soja Heterodera Vaso 6,11.0,6.0,181.32,123.0,37.1,93.54,6873,14242,505,3132,19909,12618,0
