cenario,pasta,dataset,features,linhas_dataset,linhas_teste,extra_trees_accuracy,extra_trees_balanced_accuracy,extra_trees_f1_macro,rede_neural_accuracy,rede_neural_balanced_accuracy,rede_neural_f1_macro,top1_extra_trees,top1_rede_neural_permutacao
01_baseline_dia_20_mais_mq_ambiente,1_investigacao_hardware_banco,dados\dataset_dia_20_mais_com_ambiente.csv,"MQ2, MQ3, MQ7, MQ8, MQ135, MQ138, Soil, Temp., Pres.",27195,9353,0.8443280230941944,0.8354430379746836,0.8371700922964844,0.8166363733561424,0.8061708860759493,0.8056892260563507,Temp.,Pres.
02_filtrado_pressao_dia_20_mais_mq,2_filtragem_ruidos_anomalias,comparacao\pressao_filtrada\dia_20_mais_pressao_filtrada_estrito.csv,"MQ2, MQ3, MQ7, MQ8, MQ135, MQ138",27195,9353,0.81866780712071,0.8083182640144666,0.8080372719249636,0.7968566235432482,0.7861885611120956,0.7844371028983225,MQ135,MQ2
03_filtrado_pressao_dia_20_mais_mq_ambiente,3_compensacao_umidade_temperatura,comparacao\pressao_filtrada\dia_20_mais_pressao_filtrada_estrito.csv,"MQ2, MQ3, MQ7, MQ8, MQ135, MQ138, Soil, Temp., Pres.",27195,9353,0.8443280230941944,0.8354430379746836,0.8371700922964844,0.8166363733561424,0.8061708860759493,0.8056892260563507,Temp.,Pres.
04_polido_final_dia_20_mais_mq,4_polimento_inicial_modelagem,comparacao\pressao_filtrada\dia_20_mais_pressao_filtrada_estrito.csv,"MQ2, MQ3, MQ7, MQ8, MQ135, MQ138",27195,9353,0.81866780712071,0.8083182640144666,0.8080372719249636,0.7968566235432482,0.7861885611120956,0.7844371028983225,MQ135,MQ2
