dataset,Coleta,Dia,Vaso,Classe,Tempo_evento,linha_global_evento,Pres_evento,delta_pressao,limiar_delta_pressao,linha_global_corte_inicio,linha_global_corte_fim,Tempo_corte_inicio,Tempo_corte_fim,linhas_corte
antes_dia_20,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,0,253.01,2911,78.14,7.200000000000003,1.0757999999999703,2881,2941,245.72,260.82,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,163.79,36379,54.48,7.159999999999997,1.5496499999999702,36349,36409,157.5,169.95,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 5,11.0,5.0,1,327.49,51474,75.54,6.609999999999999,0.7947999999999938,51444,51504,320.54,335.14,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,163.99,36380,61.04,6.560000000000002,1.5496499999999702,36350,36410,157.7,170.15,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,320.99,15393,80.65,6.5,0.8052500000000051,15363,15423,313.07,329.43,61
antes_dia_20,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,319.65,743,79.17,6.450000000000003,0.9510500000000036,713,773,311.68,326.67,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,320.15,40579,77.6,6.359999999999999,0.6851499999999984,40549,40609,312.58,327.22,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,319.4,12853,79.54,6.25,0.777699999999999,12823,12883,312.19,327.26,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,328.01,48884,79.4,6.25,0.8007999999999968,48854,48914,319.79,335.46,61
antes_dia_20,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,132.43,17383,77.51,6.1000000000000085,0.9739999999999923,17353,17413,125.36,139.65,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,324.7,5294,79.89,6.040000000000006,0.8410999999999929,5264,5324,316.69,331.89,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 7,12.0,7.0,0,335.88,7860,79.48,5.969999999999999,0.7974999999999941,7830,7890,328.74,343.8,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,321.76,43603,78.88,5.959999999999994,0.9229999999999985,43573,43633,314.16,328.77,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,164.19,36381,66.89,5.850000000000001,1.5496499999999702,36351,36411,157.91,170.36,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,328.22,45899,79.58,5.789999999999992,0.752199999999993,45869,45929,320.6,335.25,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 8,12.0,8.0,0,315.59,10373,81.29,5.75,0.7747999999999995,10343,10403,307.67,322.83,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,134.39,34337,73.47,5.659999999999997,0.7243999999999812,34307,34367,128.24,140.62,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,164.4,36382,72.51,5.6200000000000045,1.5496499999999702,36352,36412,158.12,170.57,61
antes_dia_20,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,130.53,19109,80.08,5.590000000000003,0.8190500000000008,19079,19139,123.38,137.56,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 5,11.0,5.0,1,327.72,51475,80.92,5.3799999999999955,0.7947999999999938,51445,51505,320.76,335.38,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,132.47,38266,77.83,5.25,0.727199999999997,38236,38296,126.15,138.77,61
antes_dia_20,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,132.66,17384,82.65,5.140000000000001,0.9739999999999923,17354,17414,125.59,139.88,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,320.37,40580,82.65,5.050000000000011,0.6851499999999984,40550,40610,312.81,327.45,61
antes_dia_20,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,0,253.25,2912,83.13,4.989999999999995,1.0757999999999703,2882,2942,245.96,261.06,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,328.25,48885,84.39,4.989999999999995,0.8007999999999968,48855,48915,320.08,335.7,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,134.59,34338,78.43,4.960000000000008,0.7243999999999812,34308,34368,128.46,140.81,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,321.24,15394,85.57,4.9199999999999875,0.8052500000000051,15364,15424,313.3,329.74,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,164.6,36383,77.37,4.859999999999999,1.5496499999999702,36353,36413,158.32,170.76,61
antes_dia_20,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,319.88,744,84.02,4.849999999999994,0.9510500000000036,714,774,311.93,326.9,61
antes_dia_20,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,130.29,19108,74.49,4.849999999999994,0.8190500000000008,19078,19138,123.15,137.33,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,327.99,45898,73.79,4.820000000000007,0.752199999999993,45868,45928,320.37,335.02,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,319.63,12854,84.36,4.819999999999993,0.777699999999999,12824,12884,312.43,327.49,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,316.31,33061,74.07,4.819999999999993,0.5825999999999958,33031,33091,310.64,321.75,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 7,12.0,7.0,0,336.12,7861,84.29,4.810000000000002,0.7974999999999941,7831,7891,328.98,344.03,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 8,12.0,8.0,0,315.35,10372,75.54,4.810000000000002,0.7747999999999995,10342,10402,307.4,322.59,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,321.99,43604,83.69,4.810000000000002,0.9229999999999985,43574,43634,314.39,329.0,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,328.45,45900,84.34,4.760000000000005,0.752199999999993,45870,45930,320.83,335.48,61
antes_dia_20,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,327.87,54064,77.3,4.759999999999991,1.001699999999998,54034,54094,320.03,336.36,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,132.26,38265,72.58,4.739999999999995,0.727199999999997,38235,38295,125.94,138.56,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,324.93,5295,84.58,4.689999999999998,0.8410999999999929,5265,5325,316.92,332.28,61
antes_dia_20,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,130.76,19110,84.73,4.650000000000006,0.8190500000000008,19080,19140,123.61,137.79,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,316.5,33062,78.69,4.6200000000000045,0.5825999999999958,33032,33092,310.83,321.92,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 8,12.0,8.0,0,315.82,10374,85.77,4.47999999999999,0.7747999999999995,10344,10404,307.9,323.12,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,132.67,38267,82.26,4.430000000000007,0.727199999999997,38237,38297,126.46,138.99,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,308.81,62960,81.66,4.409999999999997,0.8098000000000026,62930,62990,300.79,316.6,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 5,11.0,5.0,1,327.95,51476,85.26,4.340000000000003,0.7947999999999938,51446,51506,320.99,335.61,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,164.81,36384,81.64,4.269999999999996,1.5496499999999702,36354,36414,158.53,170.99,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,327.76,48883,73.15,4.230000000000004,0.8007999999999968,48853,48913,319.55,335.23,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,134.79,34339,82.58,4.1499999999999915,0.7243999999999812,34309,34369,128.68,141.01,61
antes_dia_20,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,132.9,17385,86.7,4.049999999999997,0.9739999999999923,17355,17415,125.82,140.12,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,321.53,43602,72.92,4.040000000000006,0.9229999999999985,43572,43632,313.93,328.55,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,320.6,40581,86.64,3.989999999999995,0.6851499999999984,40551,40611,313.04,327.69,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,163.58,36378,47.32,3.9399999999999977,1.5496499999999702,36348,36408,157.29,169.74,61
antes_dia_20,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,0,253.48,2913,87.06,3.930000000000007,1.0757999999999703,2883,2943,246.29,261.29,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,316.69,33063,82.62,3.930000000000007,0.5825999999999958,33033,33093,311.01,322.09,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,328.5,48886,88.28,3.8900000000000006,0.8007999999999968,48856,48916,320.33,335.92,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,319.87,12855,88.15,3.7900000000000063,0.777699999999999,12825,12885,312.67,327.73,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,322.22,43605,87.46,3.769999999999996,0.9229999999999985,43575,43635,314.62,329.24,61
antes_dia_20,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,132.19,17382,71.41,3.739999999999995,0.9739999999999923,17352,17412,125.13,139.41,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,132.88,38268,85.99,3.7299999999999898,0.727199999999997,38238,38298,126.67,139.19,61
antes_dia_20,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,320.11,745,87.73,3.710000000000008,0.9510500000000036,715,775,312.18,327.13,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 7,12.0,7.0,0,336.35,7862,87.99,3.6999999999999886,0.7974999999999941,7832,7892,329.22,344.26,61
antes_dia_20,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,131.0,19111,88.4,3.6700000000000017,0.8190500000000008,19081,19141,123.95,138.03,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,328.68,45901,88.0,3.6599999999999966,0.752199999999993,45871,45931,321.06,335.73,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,321.49,15395,89.22,3.6500000000000057,0.8052500000000051,15365,15425,313.54,329.99,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,165.01,36385,85.27,3.6299999999999955,1.5496499999999702,36355,36415,158.74,171.2,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,325.17,5296,88.2,3.6200000000000045,0.8410999999999929,5266,5326,317.15,332.88,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 7,12.0,7.0,0,335.65,7859,73.51,3.530000000000001,0.7974999999999941,7829,7889,328.51,343.56,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,134.98,34340,86.07,3.489999999999995,0.7243999999999812,34310,34370,128.88,141.22,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 5,11.0,5.0,1,328.18,51477,88.67,3.4099999999999966,0.7947999999999938,51447,51507,321.22,335.84,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 8,12.0,8.0,0,316.06,10375,89.15,3.3800000000000097,0.7747999999999995,10345,10405,308.14,323.36,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,316.87,33064,85.9,3.280000000000001,0.5825999999999958,33034,33094,311.18,322.27,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,320.74,15392,74.15,3.190000000000012,0.8052500000000051,15362,15422,312.77,329.18,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,320.83,40582,89.75,3.1099999999999994,0.6851499999999984,40552,40612,313.27,327.93,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,165.22,36386,88.37,3.1000000000000085,1.5496499999999702,36356,36416,158.94,171.41,61
antes_dia_20,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,133.13,17386,89.8,3.0999999999999943,0.9739999999999923,17356,17416,126.08,140.36,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,133.08,38269,88.95,2.960000000000008,0.727199999999997,38239,38299,126.87,139.4,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,317.07,33065,88.86,2.9599999999999937,0.5825999999999958,33035,33095,311.36,322.46,61
antes_dia_20,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,0,253.71,2914,89.98,2.9200000000000017,1.0757999999999703,2884,2944,246.53,261.52,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,324.47,5293,73.85,2.9199999999999875,0.8410999999999929,5263,5323,316.46,331.66,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,322.44,43606,90.31,2.8500000000000085,0.9229999999999985,43576,43636,314.85,329.46,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,135.18,34341,88.9,2.8300000000000125,0.7243999999999812,34311,34371,129.08,141.41,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,328.74,48887,91.02,2.739999999999995,0.8007999999999968,48857,48917,320.57,336.15,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 7,12.0,7.0,0,336.58,7863,90.71,2.719999999999999,0.7974999999999941,7833,7893,329.45,344.5,61
antes_dia_20,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,320.34,746,90.44,2.7099999999999937,0.9510500000000036,716,776,312.43,327.42,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,328.91,45902,90.71,2.7099999999999937,0.752199999999993,45872,45932,321.29,335.95,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,325.4,5297,90.9,2.700000000000003,0.8410999999999929,5267,5327,317.39,333.28,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,320.11,12856,90.82,2.6699999999999875,0.777699999999999,12826,12886,312.91,327.98,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,309.23,62961,84.25,2.5900000000000034,0.8098000000000026,62931,62991,301.04,316.84,61
antes_dia_20,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,131.23,19112,90.96,2.559999999999988,0.8190500000000008,19082,19142,124.19,138.26,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,319.92,40578,71.24,2.539999999999992,0.6851499999999984,40548,40608,312.36,326.99,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,321.75,15396,91.71,2.489999999999995,0.8052500000000051,15366,15426,313.88,330.24,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 5,11.0,5.0,1,328.4,51478,91.12,2.450000000000003,0.7947999999999938,51448,51508,321.45,336.06,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,319.16,12852,73.29,2.3900000000000006,0.777699999999999,12822,12882,311.95,327.02,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 8,12.0,8.0,0,316.3,10376,91.5,2.3499999999999943,0.7747999999999995,10346,10406,308.37,323.59,61
antes_dia_20,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,300.37,53958,91.1,2.3400000000000034,1.001699999999998,53928,53988,292.48,307.64,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,322.73,43607,92.6,2.289999999999992,0.9229999999999985,43577,43637,315.08,329.85,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,165.43,36387,90.65,2.280000000000001,1.5496499999999702,36357,36417,159.15,171.61,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,301.7,40506,87.82,2.240000000000009,0.6851499999999984,40476,40536,293.74,309.4,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,133.3,38270,91.17,2.219999999999999,0.727199999999997,38240,38300,127.08,139.6,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,135.39,34342,91.1,2.1999999999999886,0.7243999999999812,34312,34372,129.29,141.62,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,134.8,60623,79.47,2.1700000000000017,1.0820999999999998,60593,60653,126.45,142.41,61
antes_dia_20,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,133.37,17387,91.95,2.1500000000000057,0.9739999999999923,17357,17417,126.32,140.59,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,321.06,40583,91.9,2.1500000000000057,0.6851499999999984,40553,40613,313.5,328.16,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,307.29,56547,78.18,2.1400000000000006,1.0006999999999928,56517,56577,299.63,315.52,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 7,12.0,7.0,0,336.87,7864,92.77,2.0600000000000023,0.7974999999999941,7834,7894,329.68,344.76,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,320.4,12857,92.86,2.0400000000000063,0.777699999999999,12827,12887,313.14,328.24,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,329.18,45903,92.75,2.0400000000000063,0.752199999999993,45873,45933,321.52,336.18,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,301.15,40505,90.06,2.030000000000001,0.6851499999999984,40475,40535,293.5,309.15,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,316.16,58767,88.85,2.030000000000001,0.9848999999999831,58737,58797,308.06,323.99,61
antes_dia_20,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,0,253.95,2915,92.0,2.019999999999996,1.0757999999999703,2885,2945,246.76,261.82,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,317.25,33066,90.88,2.019999999999996,0.5825999999999958,33036,33096,311.54,322.65,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,307.54,56548,80.19,2.009999999999991,1.0006999999999928,56518,56578,299.88,315.77,61
antes_dia_20,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,319.41,742,72.72,1.9599999999999937,0.9510500000000036,712,772,311.43,326.44,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,329.03,48888,92.97,1.9500000000000028,0.8007999999999968,48858,48918,320.82,336.38,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,135.04,60624,81.31,1.8400000000000034,1.0820999999999998,60594,60654,126.71,142.66,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 5,11.0,5.0,1,328.69,51479,92.96,1.8399999999999892,0.7947999999999938,51449,51509,321.69,336.29,61
antes_dia_20,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,320.58,747,92.23,1.7900000000000063,0.9510500000000036,717,777,312.68,327.65,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,307.78,56549,81.97,1.7800000000000011,1.0006999999999928,56519,56579,300.12,316.02,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,300.75,40504,92.09,1.769999999999996,0.6851499999999984,40474,40534,293.25,308.91,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,314.17,58761,79.49,1.759999999999991,0.9848999999999831,58731,58791,306.57,322.4,61
antes_dia_20,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,131.49,19113,92.71,1.75,0.8190500000000008,19083,19143,124.43,138.5,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,315.6,58766,86.82,1.75,0.9848999999999831,58736,58796,307.81,323.68,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,325.65,5298,92.62,1.7199999999999989,0.8410999999999929,5268,5328,317.63,333.52,61
antes_dia_20,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,0,241.97,2866,84.79,1.6999999999999886,1.0757999999999703,2836,2896,234.36,249.37,61
antes_dia_20,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,330.72,54073,89.08,1.6799999999999926,1.001699999999998,54043,54103,322.42,338.7,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,135.29,60625,82.98,1.6700000000000017,1.0820999999999998,60595,60655,126.97,142.91,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,300.32,48779,92.13,1.6600000000000108,0.8007999999999968,48749,48809,292.7,308.31,61
antes_dia_20,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,330.16,54072,87.4,1.6500000000000057,1.001699999999998,54042,54102,322.17,338.44,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,308.03,56550,83.59,1.6200000000000045,1.0006999999999928,56520,56580,300.37,316.27,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 8,12.0,8.0,0,316.57,10377,93.09,1.5900000000000034,0.7747999999999995,10347,10407,308.71,323.83,61
antes_dia_20,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,327.62,54063,72.54,1.5800000000000125,1.001699999999998,54033,54093,319.75,336.1,61
antes_dia_20,dia 19 - Soja Saudavel Vaso 5,19.0,5.0,1,122.27,69691,91.88,1.5799999999999983,1.1600000000000033,69661,69721,112.73,131.75,61
antes_dia_20,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,108.19,65860,85.56,1.5700000000000074,0.9728500000000011,65830,65890,99.14,116.94,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,165.64,36388,92.22,1.5699999999999932,1.5496499999999702,36358,36418,159.35,171.81,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 7,12.0,7.0,0,300.26,7716,91.19,1.5600000000000023,0.7974999999999941,7686,7746,292.49,307.43,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,135.82,60627,86.06,1.5600000000000023,1.0820999999999998,60597,60657,127.46,143.46,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,309.49,62962,85.8,1.5499999999999972,0.8098000000000026,62932,62992,301.28,317.11,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,135.61,34343,92.63,1.5300000000000011,0.7243999999999812,34313,34373,129.5,141.85,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,135.54,60626,84.5,1.519999999999996,1.0820999999999998,60596,60656,127.21,143.15,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,308.28,56551,85.1,1.509999999999991,1.0006999999999928,56521,56581,300.67,316.52,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,322.03,15397,93.2,1.490000000000009,0.8052500000000051,15367,15427,314.18,330.5,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,314.42,58762,80.98,1.490000000000009,0.9848999999999831,58732,58792,306.82,322.65,61
antes_dia_20,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,300.23,671,91.56,1.480000000000004,0.9510500000000036,641,701,292.64,308.53,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,300.26,45789,91.7,1.4699999999999989,0.752199999999993,45759,45819,292.07,307.78,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,300.09,12776,92.16,1.460000000000008,0.777699999999999,12746,12806,292.26,307.31,61
antes_dia_20,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,107.73,65859,83.99,1.4499999999999886,0.9728500000000011,65829,65889,98.86,116.61,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 8,12.0,8.0,0,300.17,10312,91.69,1.4399999999999977,0.7747999999999995,10282,10342,292.32,307.4,61
antes_dia_20,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,328.94,54068,82.59,1.4399999999999977,1.001699999999998,54038,54098,321.1,337.42,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 5,11.0,5.0,1,300.19,51362,92.08,1.4300000000000068,0.7947999999999938,51332,51392,293.07,307.78,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,301.82,58713,86.42,1.4299999999999926,0.9848999999999831,58683,58743,293.61,309.62,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,315.2,58765,85.07,1.4299999999999926,0.9848999999999831,58735,58795,307.57,323.44,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,133.5,38271,92.59,1.4200000000000017,0.727199999999997,38241,38301,127.29,139.8,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,134.55,60622,77.3,1.4099999999999966,1.0820999999999998,60592,60652,126.2,142.16,61
antes_dia_20,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,317.43,33067,92.28,1.4000000000000057,0.5825999999999958,33037,33097,311.71,322.83,61
antes_dia_20,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,120.34,19066,91.59,1.3999999999999915,0.8190500000000008,19036,19096,113.31,127.48,61
antes_dia_20,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,0,241.43,2865,86.49,1.3900000000000006,1.0757999999999703,2835,2895,234.12,249.14,61
antes_dia_20,dia 19 - Soja Saudavel Vaso 5,19.0,5.0,1,136.85,69737,72.43,1.3900000000000006,1.1600000000000033,69707,69767,127.29,146.53,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,302.11,40507,86.43,1.3899999999999864,0.6851499999999984,40477,40537,293.99,309.64,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,302.6,43525,83.66,1.3800000000000097,0.9229999999999985,43495,43555,295.11,309.93,61
antes_dia_20,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,300.24,43517,91.78,1.3799999999999955,0.9229999999999985,43487,43547,293.23,308.02,61
antes_dia_20,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,300.5,672,90.19,1.3700000000000045,0.9510500000000036,642,702,292.88,308.78,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,314.66,58763,82.35,1.3699999999999903,0.9848999999999831,58733,58793,307.07,322.94,61
antes_dia_20,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,0,240.28,2861,91.24,1.3500000000000085,1.0757999999999703,2831,2891,233.13,248.19,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,308.53,56552,86.45,1.3500000000000085,1.0006999999999928,56522,56582,300.92,316.76,61
antes_dia_20,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,300.11,58708,92.07,1.3200000000000074,0.9848999999999831,58678,58738,292.25,308.32,61
antes_dia_20,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,300.32,15313,91.18,1.3199999999999932,0.8052500000000051,15283,15343,292.41,307.6,61
