feature,limiar_abs_diff_p995
Soil_indice_0_1,0.10909090909090911
Temp_C,0.10000000000000142
Pres_kPa,0.01999999999999602
MQ2,2311.1499999999796
MQ3,1975.6249999999927
MQ7,2413.7249999999985
MQ8,1462.7999999999884
MQ135,2525.799999999872
MQ138,1160.0
MQ2_corrigido_env,2312.607630781203
MQ3_corrigido_env,1961.6469121745386
MQ7_corrigido_env,2413.5073034320612
MQ8_corrigido_env,1470.1131902950835
MQ135_corrigido_env,2504.744287504939
MQ138_corrigido_env,1161.609421757952
