Coleta_plot,Coleta,feature,linha_no_dataset_ordenado,Tempo,valor,salto_abs,limiar_global_p995
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28245,238.86,7656.0,7545.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28261,243.53,449.0,7198.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28262,243.82,7637.0,7188.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28278,248.65,625.0,7001.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28279,248.99,7636.0,7011.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28292,252.94,3222.0,4348.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28293,253.21,7628.0,4406.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28294,253.58,109.0,7519.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28295,253.85,7623.0,7514.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28305,256.87,3541.0,4077.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28306,257.15,7621.0,4080.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28326,263.13,109.0,7496.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28327,263.43,7614.0,7505.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28364,274.41,2283.0,5321.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28365,274.69,4722.0,2439.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28366,274.96,7613.0,2891.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28368,275.49,3837.0,3775.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28370,276.06,125.0,4980.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28371,276.37,7604.0,7479.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28402,285.68,4165.0,3446.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28412,288.79,7612.0,3374.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28440,297.07,4192.0,3256.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28441,297.33,7614.0,3422.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28449,299.76,4740.0,2867.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28454,301.13,4733.0,2860.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28455,301.44,7609.0,2876.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28468,305.27,4988.0,2622.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28469,305.6,7610.0,2622.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28493,312.69,1925.0,5690.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28494,312.98,7615.0,5690.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28514,318.93,4923.0,2703.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28515,319.22,7621.0,2698.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28539,326.39,4566.0,2670.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28544,327.94,3794.0,2444.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28546,328.54,6489.0,3297.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28552,330.21,3350.0,4272.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28559,332.36,7617.0,7507.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28569,335.31,3693.0,3938.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28570,335.59,7638.0,3945.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28577,337.55,291.0,7350.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28578,337.86,7634.0,7343.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28581,338.8,697.0,6938.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28582,339.12,7634.0,6937.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28602,344.93,1517.0,6123.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28605,345.86,7504.0,7305.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28610,347.27,1527.0,6123.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28611,347.53,7650.0,6123.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28613,348.1,1559.0,6084.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28614,348.43,7643.0,6084.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28642,356.9,2834.0,4816.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28643,357.17,7659.0,4825.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28849,418.63,7679.0,3073.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28860,421.88,6883.0,2483.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28862,422.44,7661.0,2727.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28881,428.08,4681.0,2986.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28908,436.26,4581.0,2814.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28915,438.2,1949.0,3799.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28917,438.84,7710.0,6758.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28964,452.77,4047.0,3713.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28965,453.07,7752.0,3705.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28970,454.66,386.0,7365.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28971,454.93,7328.0,6942.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28992,461.1,127.0,7632.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28993,461.43,7759.0,7632.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28996,462.31,1914.0,5854.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28997,462.58,6514.0,4600.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28999,463.12,114.0,7653.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,29002,464.02,7760.0,7646.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,29010,466.4,113.0,7440.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,29011,466.67,7734.0,7621.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,29028,471.84,114.0,7649.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,29029,472.17,7765.0,7651.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,29036,474.18,3600.0,4177.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,29037,474.45,7756.0,4156.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,29042,476.06,4109.0,3659.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,29043,476.39,7718.0,3609.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27790,104.35,9183.0,6653.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27792,104.88,7639.0,1682.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27794,105.4,6414.0,2682.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27795,105.71,9786.0,3372.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27796,106.02,12078.0,2292.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27797,106.34,3049.0,9029.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27799,106.94,6341.0,3523.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27802,107.89,2665.0,1941.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27806,108.96,8945.0,4116.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27807,109.28,4484.0,4461.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27808,109.6,5960.0,1476.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27809,109.89,4486.0,1474.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27814,111.35,8664.0,3609.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27815,111.62,4293.0,4371.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27816,111.88,11408.0,7115.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27817,112.15,8541.0,2867.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27818,112.42,3142.0,5399.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27819,112.69,10744.0,7602.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27820,113.0,8636.0,2108.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27822,113.63,4393.0,5161.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27823,113.95,9898.0,5505.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27824,114.29,4251.0,5647.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27831,116.14,5912.0,3241.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27833,116.79,4190.0,1924.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27834,117.08,6489.0,2299.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27836,117.72,8754.0,3719.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27837,118.01,3604.0,5150.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27840,118.8,4962.0,1735.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27841,119.07,2784.0,2178.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27845,120.21,9533.0,5372.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27846,120.54,7039.0,2494.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27847,120.83,3038.0,4001.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27848,121.14,5378.0,2340.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27850,121.74,3958.0,1560.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27851,122.01,9413.0,5455.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27852,122.27,3338.0,6075.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27870,127.57,9954.0,7207.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27871,127.86,2719.0,7235.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27872,128.16,5263.0,2544.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27873,128.49,3229.0,2034.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27876,129.32,4564.0,1983.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27877,129.6,10483.0,5919.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27878,129.87,3470.0,7013.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27879,130.13,5714.0,2244.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27880,130.44,8266.0,2552.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27882,131.1,2670.0,4465.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27883,131.4,7802.0,5132.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27885,132.05,4952.0,2989.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27886,132.32,8353.0,3401.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27887,132.6,5173.0,3180.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27888,132.88,7449.0,2276.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27889,133.16,11085.0,3636.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27890,133.45,3294.0,7791.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27891,133.72,9802.0,6508.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27894,134.61,3183.0,5861.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27896,135.24,11053.0,7925.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27897,135.56,6194.0,4859.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27899,136.19,2807.0,4616.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27901,136.72,10007.0,6058.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27902,136.99,3220.0,6787.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27905,137.85,11081.0,7916.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27906,138.19,9282.0,1799.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27907,138.49,4918.0,4364.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27908,138.79,7655.0,2737.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27909,139.12,2722.0,4933.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27910,139.42,4710.0,1988.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27912,139.97,7897.0,4633.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27913,140.25,9765.0,1868.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27914,140.53,3253.0,6512.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27917,141.38,9939.0,6314.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27918,141.69,7446.0,2493.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27919,142.0,4093.0,3353.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27921,142.63,8788.0,3950.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27922,143.04,3238.0,5550.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27925,143.86,7012.0,3902.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27927,144.4,3159.0,2713.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27929,144.94,9326.0,6149.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27930,145.26,4054.0,5272.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27933,146.22,8282.0,5117.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27934,146.54,4326.0,3956.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27938,147.68,9596.0,6140.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27939,147.96,3973.0,5623.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27946,150.03,6021.0,2829.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27947,150.34,3219.0,2802.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27950,151.22,9028.0,5173.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27951,151.48,3253.0,5775.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27953,152.02,6868.0,2808.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27954,152.29,3199.0,3669.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27960,154.18,9723.0,6487.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27961,154.45,8165.0,1558.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27962,154.73,3167.0,4998.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27969,156.79,6824.0,3466.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27970,157.1,3376.0,3448.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27972,157.84,8083.0,4742.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27974,158.42,3319.0,4949.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27980,160.08,6952.0,3130.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27981,160.42,3496.0,3456.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27995,164.57,11027.0,7721.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27996,164.89,3726.0,7301.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27997,165.23,8204.0,4478.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27998,165.52,4799.0,3405.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,27999,165.79,2591.0,2208.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28001,166.33,10637.0,7635.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28002,166.6,3154.0,7483.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28004,167.17,5300.0,2312.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28005,167.48,3483.0,1817.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28008,168.41,8485.0,5087.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28009,168.75,3951.0,4534.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28012,169.6,6176.0,2982.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28013,169.88,3349.0,2827.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28014,170.16,10317.0,6968.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28015,170.43,3560.0,6757.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28016,170.71,9408.0,5848.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28017,170.99,7423.0,1985.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28019,171.62,2900.0,5612.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28021,172.22,4493.0,1792.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28022,172.56,10631.0,6138.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28024,173.14,2875.0,6897.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28040,177.81,10704.0,7573.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28041,178.08,3131.0,7573.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28056,182.68,9989.0,7228.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28057,182.99,3401.0,6588.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28060,183.89,6452.0,3294.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28061,184.17,4686.0,1766.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28063,184.74,8416.0,4321.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28064,185.02,3564.0,4852.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28065,185.29,9207.0,5643.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28066,185.57,5910.0,3297.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28067,185.89,4182.0,1728.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28069,186.53,3314.0,1785.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28074,188.02,3034.0,1626.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28075,188.29,4693.0,1659.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28083,190.84,9253.0,4905.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28084,191.12,3518.0,5735.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28088,192.23,7004.0,2180.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28089,192.51,3952.0,3052.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28090,192.79,6094.0,2142.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28091,193.06,3349.0,2745.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28093,193.69,5553.0,1738.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28094,194.01,4048.0,1505.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28095,194.34,7050.0,3002.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28099,195.51,6415.0,2183.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28100,195.77,4768.0,1647.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28105,197.26,3460.0,1525.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28108,198.19,5684.0,1610.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28109,198.47,3501.0,2183.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28119,201.41,5338.0,2146.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28120,201.76,3553.0,1785.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28128,204.04,8642.0,5568.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28129,204.36,3902.0,4740.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28131,205.01,7741.0,4029.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28132,205.31,3145.0,4596.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28134,205.87,9514.0,6385.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28135,206.15,3141.0,6373.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28137,206.71,9523.0,6324.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28138,206.98,3155.0,6368.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28141,207.88,7987.0,4538.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28142,208.21,3638.0,4349.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28147,209.7,10429.0,6369.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28148,209.97,6851.0,3578.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28149,210.24,4390.0,2461.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28151,210.83,10229.0,6878.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28152,211.15,4798.0,5431.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28169,216.34,6239.0,2081.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28172,217.18,3569.0,1588.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28180,219.56,4872.0,1669.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28181,219.87,8368.0,3496.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28182,220.15,10382.0,2014.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28183,220.43,3537.0,6845.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28191,222.88,9674.0,6464.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28192,223.19,5505.0,4169.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28193,223.53,10578.0,5073.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28194,223.82,3864.0,6714.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28202,226.13,9927.0,6086.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28203,226.43,4002.0,5925.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28204,226.73,7243.0,3241.0,1462.7999999999884
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,28205,227.05,3930.0,3313.0,1462.7999999999884
