Coleta_plot,Coleta,feature,linha_no_dataset_ordenado,Tempo,valor,salto_abs,limiar_global_p995
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28369,275.77,11925.0,5446.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28370,276.06,17692.0,5767.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28372,276.72,11933.0,4257.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28398,284.41,14117.0,2158.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28402,285.68,17013.0,5007.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28403,285.96,14679.0,2334.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28404,286.24,11994.0,2685.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28408,287.46,16687.0,2800.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28412,288.79,11955.0,5139.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28413,289.21,17198.0,5243.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28414,289.48,11961.0,5237.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28416,290.02,17295.0,5401.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28417,290.32,11913.0,5382.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28432,294.74,14482.0,2547.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28433,295.06,17231.0,2749.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28434,295.36,11953.0,5278.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28440,297.07,17204.0,5190.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28441,297.33,12000.0,5204.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28443,297.89,16858.0,4891.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28444,298.21,11970.0,4888.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28449,299.76,14311.0,2338.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28450,300.04,11963.0,2348.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28454,301.13,17011.0,5006.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28455,301.44,11957.0,5054.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28456,301.74,15392.0,3435.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28457,302.06,11956.0,3436.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28468,305.27,17792.0,5820.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28469,305.6,11981.0,5811.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28470,305.9,15783.0,3802.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28471,306.21,11924.0,3859.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28473,306.81,17538.0,5623.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28475,307.37,11965.0,4869.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28486,310.65,14736.0,2803.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28488,311.19,11984.0,3279.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28490,311.73,17280.0,5284.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28491,312.03,12000.0,5280.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28493,312.69,17577.0,5605.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28494,312.98,11962.0,5615.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28497,313.9,17817.0,5807.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28500,314.74,11957.0,5868.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28507,316.85,17344.0,5378.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28508,317.29,11976.0,5368.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28513,318.66,17321.0,5332.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28515,319.22,11987.0,5072.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28523,321.67,14788.0,2799.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28524,321.95,12018.0,2770.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28542,327.32,13936.0,2032.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28543,327.62,11959.0,1977.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28545,328.26,16275.0,4336.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28547,328.81,11973.0,5003.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28549,329.37,15808.0,3780.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28550,329.65,12128.0,3680.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28552,330.21,16962.0,4964.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28554,330.87,12107.0,5384.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28555,331.17,17703.0,5596.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28559,332.36,12913.0,4939.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28563,333.44,17109.0,5132.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28564,333.74,12013.0,5096.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28565,334.06,17630.0,5617.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28566,334.39,11988.0,5642.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28577,337.55,17776.0,5758.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28578,337.86,12010.0,5766.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28581,338.8,17841.0,5845.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28582,339.12,11993.0,5848.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28596,343.2,16751.0,4715.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28597,343.47,12054.0,4697.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28599,344.01,14279.0,2212.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28602,344.93,17849.0,3757.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28606,346.18,11996.0,5851.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28610,347.27,17617.0,5583.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28611,347.53,11988.0,5629.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28613,348.1,17349.0,5324.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28614,348.43,12028.0,5321.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28642,356.9,17887.0,5857.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28643,357.17,12039.0,5848.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28686,369.89,14584.0,2684.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28687,370.23,12012.0,2572.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28689,370.85,17833.0,5842.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28690,371.18,11998.0,5835.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28774,396.07,15691.0,3580.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28775,396.39,12059.0,3632.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28845,417.4,15495.0,3338.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28846,417.7,12097.0,3398.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28850,418.9,14854.0,2762.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28851,419.17,12174.0,2680.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28855,420.3,16183.0,2315.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28856,420.62,12087.0,4096.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28861,422.16,16707.0,4543.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28862,422.44,12158.0,4549.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28864,423.0,14610.0,2451.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28865,423.27,12152.0,2458.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28892,431.31,15559.0,3417.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28895,432.27,15489.0,2111.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28896,432.6,12148.0,3341.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28901,433.98,14624.0,2429.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28904,434.96,12181.0,4219.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28906,435.6,14606.0,2431.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28910,436.81,12163.0,4368.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28912,437.37,14800.0,2705.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28918,439.16,12086.0,5882.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28921,440.1,17459.0,5337.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28922,440.37,12167.0,5292.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28947,447.83,14786.0,2636.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28948,448.11,12153.0,2633.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28964,452.77,17745.0,5688.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28965,453.07,12084.0,5661.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28970,454.66,18014.0,5945.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28971,454.93,12136.0,5878.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28972,455.2,18012.0,5876.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28974,455.74,12074.0,4317.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28986,459.29,18021.0,5910.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28987,459.58,13165.0,4856.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28992,461.1,17997.0,5879.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28993,461.43,12114.0,5883.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28996,462.31,17886.0,5808.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28997,462.58,12162.0,5724.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,28998,462.85,17832.0,5670.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,29002,464.02,12144.0,5852.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,29010,466.4,17995.0,5854.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,29011,466.67,14177.0,3818.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,29014,467.54,16237.0,4100.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,29015,467.86,14072.0,2165.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,29028,471.84,18019.0,5844.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,29029,472.17,12159.0,5860.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,29036,474.18,17773.0,5603.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,29037,474.45,12243.0,5530.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,29038,474.72,17949.0,5706.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,29039,475.04,12111.0,5838.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,29042,476.06,17797.0,4479.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,29043,476.39,12245.0,5552.0,1975.6249999999927
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27784,102.61,7341.0,3327.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27785,102.89,103.0,7238.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27786,103.21,2883.0,2780.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27787,103.54,103.0,2780.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27788,103.81,3422.0,3319.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27790,104.35,7363.0,5228.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27797,106.34,106.0,7260.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27799,106.94,5013.0,4827.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27802,107.89,104.0,7028.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27803,108.15,7389.0,7285.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27804,108.41,4033.0,3356.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27805,108.67,7340.0,3307.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27815,111.62,104.0,7304.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27816,111.88,7413.0,7309.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27818,112.42,114.0,7298.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27819,112.69,7407.0,7293.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27822,113.63,104.0,7306.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27823,113.95,5342.0,5238.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27825,114.55,244.0,3491.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27826,114.81,4385.0,4141.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27827,115.07,1659.0,2726.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27830,115.85,105.0,2536.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27831,116.14,7421.0,7316.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27834,117.08,105.0,7317.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27836,117.72,7425.0,6310.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27838,118.27,4217.0,3218.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27841,119.07,1320.0,3821.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27842,119.34,6028.0,4708.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27845,120.21,7434.0,3261.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27846,120.54,454.0,6980.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27847,120.83,3244.0,2790.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27848,121.14,7341.0,4097.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27849,121.47,4210.0,3131.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27850,121.74,7446.0,3236.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27868,126.88,106.0,4954.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27869,127.2,5562.0,5456.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27872,128.16,104.0,5097.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27873,128.49,7452.0,7348.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27878,129.87,2538.0,4923.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27880,130.44,3935.0,3259.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27881,130.76,7423.0,3488.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27882,131.1,104.0,7319.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27883,131.4,7457.0,7353.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27892,134.0,5046.0,2423.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27893,134.3,7461.0,2415.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27897,135.56,346.0,7116.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27898,135.91,7447.0,7101.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27899,136.19,3191.0,4256.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27900,136.46,7471.0,4280.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27909,139.12,3521.0,3944.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27910,139.42,7474.0,3953.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27918,141.69,4090.0,3376.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27919,142.0,7465.0,3375.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27924,143.6,4773.0,2702.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27925,143.86,7474.0,2701.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27931,145.59,4722.0,2749.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27932,145.9,7464.0,2742.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27953,152.02,4555.0,2703.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27954,152.29,7468.0,2913.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27958,153.56,3348.0,4120.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27959,153.89,7468.0,4120.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27965,155.57,185.0,7173.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27966,155.86,7479.0,7294.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27968,156.46,2599.0,4872.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27969,156.79,7470.0,4871.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27973,158.14,3062.0,4368.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27974,158.42,7490.0,4428.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27996,164.89,4061.0,3195.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,27999,165.79,320.0,4615.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28000,166.06,7164.0,6844.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28003,166.88,3208.0,4279.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28004,167.17,7479.0,4271.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28005,167.48,2804.0,4675.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28006,167.81,7479.0,4675.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28007,168.11,1401.0,6078.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28008,168.41,7480.0,6079.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28019,171.62,2497.0,4508.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28021,172.22,7458.0,4548.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28024,173.14,579.0,6915.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28025,173.41,7492.0,6913.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28032,175.47,2597.0,4892.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28033,175.8,7486.0,4889.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28055,182.36,2044.0,5185.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28056,182.68,7491.0,5447.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28061,184.17,4079.0,3429.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28062,184.45,7502.0,3423.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28063,184.74,3739.0,3763.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28065,185.29,7501.0,3804.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28072,187.48,7503.0,2709.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28076,188.57,7503.0,2774.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28078,189.13,1203.0,3947.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28079,189.46,7495.0,6292.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28087,191.95,109.0,5359.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28088,192.23,7508.0,7399.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28089,192.51,4942.0,2566.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28090,192.79,7508.0,2566.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28091,193.06,3823.0,3685.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28103,196.62,4548.0,2964.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28107,197.87,3527.0,3902.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28108,198.19,7504.0,3977.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28113,199.59,3142.0,4372.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28114,199.86,7513.0,4371.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28117,200.8,4063.0,3444.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28118,201.09,7506.0,3443.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28122,202.31,659.0,6857.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28123,202.59,7515.0,6856.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28127,203.72,1721.0,5788.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28128,204.04,7508.0,5787.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28130,204.7,3996.0,3513.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28131,205.01,7043.0,3047.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28144,208.87,5163.0,2536.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28152,211.15,4188.0,3561.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28153,211.47,7755.0,3567.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28170,216.63,141.0,7613.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28171,216.91,4651.0,4510.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28172,217.18,7759.0,3108.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28200,225.48,1804.0,5906.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28201,225.79,7699.0,5895.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28217,230.6,1980.0,5696.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28218,230.93,7674.0,5694.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28221,231.74,4915.0,2764.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28222,232.01,154.0,4761.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28223,232.29,7676.0,7522.0,2413.7249999999985
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,28244,238.59,111.0,7494.0,2413.7249999999985
