Coleta_A,Nome_A,Coleta_B,Nome_B,linhas,percentual_igual,colunas_comparadas
C15,dia 19 - Soja Heterodera Vaso 8,C16,dia 19 - Soja Heterodera Vaso 9,1322,100.0,"Soil, Temp., Pres., MQ2, MQ3, MQ7, MQ8, MQ135, MQ138"
