feature,tipo,importancia
MQ8,sensor_mq,0.24820481587673376
Soil,ambiente,0.1687592163799848
MQ7,sensor_mq,0.16787597989649414
Temp.,ambiente,0.12256495504088022
MQ2,sensor_mq,0.1040005794968049
MQ138,sensor_mq,0.07652392997779746
MQ135,sensor_mq,0.05544111308121422
MQ3,sensor_mq,0.04285357924254701
Pres.,ambiente,0.013775831007543496
