sensores_mantidos,sensores_removidos,qtd_sensores,features,accuracy,balanced_accuracy,f1_macro,cenario,sensor_removido,delta_balanced_accuracy_pp_vs_baseline
MQ2 | MQ3 | MQ7 | MQ8 | MQ135 | MQ138,nenhum,6,MQ2_corrigido_env | MQ3_corrigido_env | MQ7_corrigido_env | MQ8_corrigido_env | MQ135_corrigido_env | MQ138_corrigido_env | Soil_indice_0_1 | Temp_C | Pres_kPa,0.9311779335292788,0.9290161312914677,0.9305714131589107,baseline_todos_os_MQ,nenhum,0.0
MQ3 | MQ7 | MQ8 | MQ135 | MQ138,MQ2,5,MQ3_corrigido_env | MQ7_corrigido_env | MQ8_corrigido_env | MQ135_corrigido_env | MQ138_corrigido_env | Soil_indice_0_1 | Temp_C | Pres_kPa,0.8609088853719196,0.8558523831199905,0.856711595860532,sem_MQ2,MQ2,-7.31637481714772
MQ2 | MQ7 | MQ8 | MQ135 | MQ138,MQ3,5,MQ2_corrigido_env | MQ7_corrigido_env | MQ8_corrigido_env | MQ135_corrigido_env | MQ138_corrigido_env | Soil_indice_0_1 | Temp_C | Pres_kPa,0.9081618810761927,0.9052211816370985,0.906947879984781,sem_MQ3,MQ3,-2.3794949654369124
MQ2 | MQ3 | MQ8 | MQ135 | MQ138,MQ7,5,MQ2_corrigido_env | MQ3_corrigido_env | MQ8_corrigido_env | MQ135_corrigido_env | MQ138_corrigido_env | Soil_indice_0_1 | Temp_C | Pres_kPa,0.9361067148993896,0.9338648406924985,0.9355141137254604,sem_MQ7,MQ7,0.4848709401030882
MQ2 | MQ3 | MQ7 | MQ135 | MQ138,MQ8,5,MQ2_corrigido_env | MQ3_corrigido_env | MQ7_corrigido_env | MQ135_corrigido_env | MQ138_corrigido_env | Soil_indice_0_1 | Temp_C | Pres_kPa,0.9297309518426408,0.9275085254625226,0.929089721821379,sem_MQ8,MQ8,-0.15076058289450467
MQ2 | MQ3 | MQ7 | MQ8 | MQ138,MQ135,5,MQ2_corrigido_env | MQ3_corrigido_env | MQ7_corrigido_env | MQ8_corrigido_env | MQ138_corrigido_env | Soil_indice_0_1 | Temp_C | Pres_kPa,0.8807144472077775,0.8766757950306636,0.8782007961352933,sem_MQ135,MQ135,-5.234033626080404
MQ2 | MQ3 | MQ7 | MQ8 | MQ135,MQ138,5,MQ2_corrigido_env | MQ3_corrigido_env | MQ7_corrigido_env | MQ8_corrigido_env | MQ135_corrigido_env | Soil_indice_0_1 | Temp_C | Pres_kPa,0.9272891702464391,0.9249232393901133,0.9265697332929733,sem_MQ138,MQ138,-0.4092891901354312
