cenario,pasta,dataset,features,linhas_dataset,linhas_teste,extra_trees_accuracy,extra_trees_balanced_accuracy,extra_trees_f1_macro,rede_neural_accuracy,rede_neural_balanced_accuracy,rede_neural_f1_macro,top1_extra_trees,top1_rede_neural_permutacao
01_dataset_completo_dia_20_mais_mq,.,dados\dataset_dia_20_mais.csv,"MQ2, MQ3, MQ7, MQ8, MQ135, MQ138",27195,9353,0.81866780712071,0.8083182640144666,0.8080372719249636,0.7968566235432482,0.7861885611120956,0.7844371028983225,MQ135,MQ2
