Coleta,Dia,Vaso,MQ2,MQ3,MQ7,MQ8,MQ135,MQ138,Classe,cluster_kmeans
dia 12 - Soja Saudavel Vaso 2,12,2,6332,14154,66,2328,18718.0,10531.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6336,14147,67,2327,18717.0,10491.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6335,14156,66,2327,18701.0,10560.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6330,14148,66,2327,18718.0,10547.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6340,14148,66,2328,18716.0,10508.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6338,14150,66,2325,18717.0,10502.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6339,14149,67,2324,18716.0,10467.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6343,14159,67,2325,18710.0,10592.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6340,14150,66,2326,18716.0,10509.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6359,14301,66,2327,18661.0,10505.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6339,14149,66,2325,18718.0,10521.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6344,14162,66,2326,18716.0,10481.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6335,14146,66,2327,18717.0,10474.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6342,14147,67,2327,18706.0,10523.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6340,14157,66,2324,18718.0,10461.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6359,14200,66,2325,18716.0,10504.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6340,14161,67,2326,18714.0,10501.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6360,14292,67,2325,18673.0,10479.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6363,14298,66,2328,18673.0,10476.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6345,14163,67,2327,18717.0,10476.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6334,14158,67,2328,18719.0,10430.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6344,14156,66,2325,18723.0,10499.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6344,14163,66,2328,18720.0,10459.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6344,14137,67,2328,18721.0,10451.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6344,14162,67,2328,18724.0,10446.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6360,14319,67,2329,18655.0,10386.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6343,14162,66,2327,18721.0,10520.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6345,14160,67,2329,18721.0,10448.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6344,14165,67,2328,18692.0,10540.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6347,14164,66,2329,18719.0,10393.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6350,14337,66,2327,18662.0,10472.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6346,14162,67,2329,18694.0,10494.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6347,14225,66,2327,18721.0,10490.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6346,14163,66,2328,18722.0,10466.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6348,14163,65,2327,18721.0,10440.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6344,14164,66,2327,18720.0,10455.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6349,14161,65,2328,18721.0,10454.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6349,14262,65,2328,18637.0,10537.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6348,14162,66,2328,18720.0,10552.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6349,14172,66,2327,18681.0,10508.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6370,14323,66,2326,18668.0,10469.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6352,14161,66,2326,18719.0,10475.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6352,14162,67,2325,18710.0,10495.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6353,14164,66,2324,18720.0,10468.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6373,14337,66,2327,18665.0,10508.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6352,14163,66,2325,18722.0,10419.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6344,14167,65,2326,18721.0,10448.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6352,14167,65,2325,18724.0,10520.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6361,14175,66,2326,18725.0,10443.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6356,14171,67,2325,18725.0,10442.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6357,14158,67,2326,18725.0,10504.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6356,14175,67,2326,18727.0,10505.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6356,14175,66,2325,18724.0,10509.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6357,14172,67,2323,18698.0,10467.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6356,14169,67,2326,18725.0,10481.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6358,14167,67,2324,18727.0,10495.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6358,14170,68,2322,18699.0,10465.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6357,14172,68,2324,18728.0,10508.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6355,14172,66,2325,18729.0,10506.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6359,14170,66,2323,18701.0,10425.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6359,14169,67,2322,18729.0,10530.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6361,14285,67,2323,18714.0,10544.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6356,14168,66,2325,18725.0,10545.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6359,14166,67,2326,18727.0,10563.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6356,14163,66,2326,18729.0,10397.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6361,14167,69,2325,18726.0,10513.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6359,14182,67,2326,18679.0,10396.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6360,14164,68,2323,18717.0,10518.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6361,14171,67,2325,18726.0,10518.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6362,14169,68,2326,18727.0,10472.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6364,14174,68,2324,18725.0,10470.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6377,14218,66,2325,18727.0,10523.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6364,14174,67,2325,18728.0,10456.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6364,14164,67,2326,18715.0,10441.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6365,14175,68,2326,18729.0,10545.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6364,14176,67,2327,18729.0,10546.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6369,14176,67,2326,18727.0,10552.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6365,14178,68,2326,18708.0,10485.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6366,14177,66,2326,18727.0,10533.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6363,14177,68,2325,18727.0,10519.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6363,14179,68,2327,18727.0,10516.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6362,14169,68,2326,18726.0,10483.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6363,14178,67,2326,18728.0,10446.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6377,14341,68,2325,18681.0,10441.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6366,14178,67,2326,18727.0,10433.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6365,14182,67,2328,18727.0,10475.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6368,14170,66,2328,18724.0,10475.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6365,14182,66,2321,18727.0,10505.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6367,14181,66,2325,18728.0,10506.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6356,14182,67,2325,18728.0,10508.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6367,14181,67,2325,18727.0,10525.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6364,14183,67,2324,18729.0,10517.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6365,14253,67,2325,18677.0,10487.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6367,14184,67,2325,18728.0,10423.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6365,14187,66,2325,18729.0,10413.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6367,14186,67,2325,18703.0,10464.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6367,14189,67,2323,18732.0,10428.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6366,14188,66,2325,18728.0,10429.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6369,14189,66,2325,18728.0,10421.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6368,14193,66,2326,18726.0,10349.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6372,14180,68,2325,18728.0,10441.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6371,14187,67,2325,18731.0,10461.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6369,14187,68,2327,18729.0,10467.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6370,14186,67,2327,18709.0,10521.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6369,14188,66,2322,18730.0,10402.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6370,14191,66,2325,18718.0,10360.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6371,14189,66,2327,18730.0,10520.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6372,14191,67,2328,18730.0,10477.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6362,14190,65,2329,18732.0,10489.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6373,14195,66,2329,18733.0,10500.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6372,14191,67,2327,18735.0,10523.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6362,14192,66,2326,18733.0,10423.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6370,14191,67,2326,18732.0,10430.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6371,14191,66,2327,18732.0,10417.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6374,14172,66,2327,18730.0,10508.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6375,14191,67,2326,18730.0,10537.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6389,14193,67,2325,18731.0,10483.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6374,14169,68,2324,18731.0,10532.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6376,14195,67,2325,18730.0,10543.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6378,14230,67,2326,18721.0,10496.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6376,14194,67,2324,18707.0,10544.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6377,14329,66,2325,18717.0,10523.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6376,14196,67,2325,18704.0,10530.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6377,14197,67,2324,18736.0,10489.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6378,14194,68,2324,18708.0,10451.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6380,14200,65,2324,18733.0,10443.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6379,14200,67,2325,18732.0,10451.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6379,14200,66,2324,18733.0,10446.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6377,14208,65,2323,18728.0,10467.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6381,14190,67,2324,18731.0,10575.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6378,14196,68,2321,18721.0,10602.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6377,14201,66,2323,18731.0,10597.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6378,14201,67,2323,18731.0,10425.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6378,14202,67,2325,18731.0,10504.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6394,14249,67,2325,18726.0,10566.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6370,14206,67,2324,18731.0,10597.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6377,14203,68,2324,18731.0,10588.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6379,14203,67,2325,18731.0,10530.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6377,14200,68,2322,18723.0,10577.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6377,14205,68,2324,18732.0,10513.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6378,14207,68,2325,18730.0,10586.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6380,14210,66,2324,18704.0,10575.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6381,14206,66,2322,18732.0,10516.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6380,14205,66,2324,18735.0,10598.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6381,14206,67,2323,18732.0,10543.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6381,14207,67,2323,18733.0,10406.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6381,14195,66,2321,18731.0,10498.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6382,14269,67,2320,18685.0,10585.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6382,14209,66,2321,18689.0,10548.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6382,14188,67,2322,18733.0,10586.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6383,14207,66,2323,18733.0,10549.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6382,14206,67,2325,18732.0,10544.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6385,14215,66,2323,18683.0,10534.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6383,14208,66,2324,18733.0,10487.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6384,14210,67,2324,18732.0,10528.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6384,14188,67,2325,18733.0,10561.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6392,14209,66,2324,18733.0,10561.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6404,14374,67,2324,18682.0,10551.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6385,14209,67,2326,18735.0,10525.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6386,14210,67,2324,18733.0,10557.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6387,14213,66,2325,18705.0,10527.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6384,14211,66,2325,18734.0,10546.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6387,14216,66,2325,18733.0,10533.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6386,14214,67,2324,18731.0,10376.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6395,14348,67,2322,18707.0,10535.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6386,14212,66,2322,18694.0,10403.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6387,14213,66,2324,18735.0,10461.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6396,14213,67,2321,18735.0,10458.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6386,14214,66,2322,18709.0,10517.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6387,14214,68,2324,18736.0,10514.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6388,14214,66,2325,18733.0,10377.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6388,14216,66,2323,18729.0,10508.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6388,14218,66,2323,18736.0,10466.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6387,14216,68,2323,18737.0,10467.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6404,14358,66,2323,18703.0,10445.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6393,14258,67,2325,18738.0,10472.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6390,14221,67,2323,18708.0,10482.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6391,14229,67,2322,18734.0,10474.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6388,14219,66,2325,18738.0,10485.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6389,14225,67,2324,18737.0,10482.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6390,14225,66,2321,18736.0,10331.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6389,14228,66,2322,18698.0,10476.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6389,14220,65,2322,18739.0,10485.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6383,14230,66,2323,18735.0,10303.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6391,14216,67,2322,18738.0,10499.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6392,14219,67,2323,18739.0,10464.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6380,14219,67,2324,18739.0,10338.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6378,14194,68,2321,18703.0,10425.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6370,14174,67,2320,18678.0,10434.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6368,14169,67,2322,18670.0,10440.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6366,14146,66,2321,18669.0,10466.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6382,14317,67,2323,18620.0,10464.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6366,14161,67,2321,18669.0,10411.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6377,14174,66,2320,18685.0,10403.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6374,14271,66,2321,18640.0,10455.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6358,14118,66,2321,18690.0,10329.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6357,14119,66,2319,18695.0,10457.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6358,14007,66,2320,18737.0,10359.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6336,14055,67,2320,18681.0,10455.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6346,14023,65,2319,18739.0,10469.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6361,14167,66,2319,18700.0,10406.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6334,14025,66,2320,18748.0,10448.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6343,14032,66,2319,18721.0,10437.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6342,14031,65,2319,18751.0,10333.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6342,14011,66,2318,18749.0,10383.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6339,14032,66,2318,18739.0,10384.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6337,14135,65,2317,18701.0,10382.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6336,14036,66,2318,18703.0,10392.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6333,14030,65,2317,18737.0,10367.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6331,14024,65,2319,18733.0,10380.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6334,14183,66,2319,18671.0,10390.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6330,14031,66,2318,18671.0,10375.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6327,14017,66,2317,18715.0,10388.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6325,14021,66,2315,18702.0,10396.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6312,14009,66,2315,18701.0,10364.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6328,14138,65,2314,18652.0,10343.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6318,14002,66,2314,18683.0,10430.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6318,13976,66,2314,18675.0,10396.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6312,13993,66,2315,18667.0,10379.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6312,13998,66,2316,18653.0,10356.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6312,14113,65,2316,18608.0,10364.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6301,13980,66,2316,18639.0,10362.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6297,13977,66,2314,18629.0,10424.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6295,13967,65,2314,18618.0,10395.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6293,13966,66,2313,18609.0,10343.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6287,13961,65,2312,18601.0,10295.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6292,14070,66,2314,18586.0,10358.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6292,13947,65,2314,18583.0,10315.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6286,13968,65,2312,18572.0,10322.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6293,14076,66,2312,18522.0,10300.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6286,13935,66,2312,18554.0,10327.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6279,14056,66,2312,18502.0,10260.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6271,13918,65,2312,18537.0,10241.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6267,13911,65,2314,18531.0,10229.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6264,13887,67,2313,18521.0,10230.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6261,13904,65,2312,18506.0,10308.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6258,13896,65,2311,18499.0,10262.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6256,13895,65,2313,18488.0,10247.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6252,13890,66,2311,18481.0,10225.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6255,13886,65,2312,18472.0,10290.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6246,13877,66,2312,18465.0,10120.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6256,14004,66,2311,18408.0,10186.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6247,14002,64,2311,18437.0,10183.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6228,13859,66,2310,18433.0,10177.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6246,13891,66,2310,18411.0,10107.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6227,13852,66,2311,18400.0,10223.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6228,13850,66,2310,18391.0,10038.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6215,13854,66,2309,18347.0,10203.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6218,13842,65,2310,18377.0,10218.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6220,13931,65,2311,18349.0,10195.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6214,13866,66,2312,18358.0,10172.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6212,13828,65,2311,18347.0,10203.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6209,13806,65,2311,18336.0,10187.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6206,13819,65,2311,18332.0,10162.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6203,13796,65,2309,18324.0,10173.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6200,13811,64,2309,18317.0,10175.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6199,13807,66,2310,18308.0,10145.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6196,13806,65,2311,18299.0,10140.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6196,13802,66,2310,18291.0,10045.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6192,13798,65,2308,18285.0,10157.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6190,13795,67,2312,18277.0,10144.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6190,13791,65,2312,18269.0,10012.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6186,13787,65,2311,18261.0,10075.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6185,13783,65,2310,18255.0,10125.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6182,13778,65,2310,18245.0,10092.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6180,13773,64,2310,18212.0,10142.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6177,13769,65,2310,18230.0,10132.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6176,13765,65,2310,18202.0,10114.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6173,13763,65,2311,18213.0,10030.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6171,13760,64,2311,18205.0,10076.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6170,13755,65,2307,18200.0,10009.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6166,13748,66,2307,18177.0,10084.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6168,13793,66,2310,18184.0,9994.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6163,13739,66,2309,18178.0,10098.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6161,13734,66,2310,18170.0,10085.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6160,13733,65,2311,18165.0,9930.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6158,13727,66,2310,18157.0,10071.0,1,0
dia 12 - Soja Saudavel Vaso 2,12,2,6159,13727,64,2309,18148.0,9996.0,1,0
