Coleta,Dia,Vaso,MQ2,MQ3,MQ7,MQ8,MQ135,MQ138,Classe,cluster_kmeans
dia 11 - Soja Heterodera Vaso 7,11,7,6677,13590,732,3567,19361.0,11800.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6660,13486,730,3565,19458.0,11804.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6651,13452,726,3567,19403.0,11787.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6671,13544,731,3567,19371.0,11782.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6677,13592,728,3564,19335.0,11777.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6687,13544,728,3565,19390.0,11772.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6684,13594,726,3562,19369.0,11769.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6689,13611,726,3563,19373.0,11767.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6678,13597,726,3562,19367.0,11765.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6675,13541,721,3558,19386.0,11762.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6694,13590,723,3559,19388.0,11761.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6672,13578,721,3561,19347.0,11759.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6673,13556,721,3559,19387.0,11751.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6691,13608,724,3559,19377.0,11742.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6683,13619,723,3559,19372.0,11750.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6693,13614,723,3560,19376.0,11747.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6687,13573,722,3560,19391.0,11745.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6688,13561,718,3556,19382.0,11743.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6690,13582,717,3554,19390.0,11743.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6693,13589,720,3555,19388.0,11743.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6685,13596,719,3556,19388.0,11746.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6695,13601,720,3555,19388.0,11747.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6699,13616,720,3556,19385.0,11751.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6699,13626,721,3556,19355.0,11753.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6703,13619,721,3557,19392.0,11758.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6703,13638,721,3558,19380.0,11760.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6697,13617,720,3555,19363.0,11766.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6691,13614,718,3555,19394.0,11767.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6700,13607,719,3557,19396.0,11771.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6703,13622,720,3558,19393.0,11773.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6707,13646,721,3559,19356.0,11774.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6709,13606,720,3555,19385.0,11776.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6706,13609,719,3559,19393.0,11779.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6716,13676,720,3556,19398.0,11784.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6714,13658,718,3558,19410.0,11786.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6703,13581,713,3553,19415.0,11771.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6710,13606,710,3550,19420.0,11789.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6718,13651,715,3551,19393.0,11791.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6719,13653,713,3550,19396.0,11792.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6721,13632,712,3550,19396.0,11793.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6719,13575,711,3549,19411.0,11794.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6735,13709,713,3553,19371.0,11794.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6730,13699,714,3550,19383.0,11794.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6729,13704,716,3552,19383.0,11796.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6731,13710,717,3554,19383.0,11783.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6730,13703,714,3553,19388.0,11795.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6715,13650,714,3553,19407.0,11795.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6720,13632,714,3554,19404.0,11795.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6735,13689,713,3552,19437.0,11797.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6717,13645,713,3555,19414.0,11792.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6791,13680,616,3459,19417.0,11776.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6718,13558,696,3537,19426.0,11790.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6715,13606,718,3556,19433.0,11789.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6730,13692,713,3552,19409.0,11790.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6730,13577,690,3528,19421.0,11788.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6731,13577,690,3530,19448.0,11772.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6735,13628,680,3526,19432.0,11787.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6741,13660,687,3527,19428.0,11769.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6730,13627,708,3548,19442.0,11779.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6725,13631,726,3563,19439.0,11778.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6725,13648,726,3565,19439.0,11773.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6727,13670,725,3562,19465.0,11779.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6725,13642,723,3563,19416.0,11769.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6721,13601,721,3560,19457.0,11766.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6735,13589,721,3561,19474.0,11764.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6729,13601,713,3554,19462.0,11762.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6741,13607,690,3531,19461.0,11760.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6746,13598,692,3532,19587.0,11760.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6727,13524,692,3532,19503.0,11760.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6742,13597,699,3538,19469.0,11755.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6728,13550,696,3538,19485.0,11752.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6726,13510,693,3535,19493.0,11748.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6739,13591,697,3539,19477.0,11746.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6743,13628,700,3543,19465.0,11743.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6745,13618,697,3540,19461.0,11741.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6739,13617,704,3540,19469.0,11739.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6751,13663,698,3538,19455.0,11736.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6747,13656,703,3544,19459.0,11719.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6746,13642,700,3541,19464.0,11732.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6751,13651,697,3537,19463.0,11728.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6748,13672,706,3546,19456.0,11726.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6751,13661,703,3543,19466.0,11727.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6758,13709,710,3551,19468.0,11707.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6748,13681,705,3546,19466.0,11722.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6742,13663,723,3566,19465.0,11721.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6747,13707,725,3565,19455.0,11720.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6738,13619,723,3564,19485.0,11722.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6740,13597,720,3560,19489.0,11716.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6720,13444,716,3556,19539.0,11716.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6736,13520,698,3534,19531.0,11716.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6750,13572,705,3548,19507.0,11714.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6751,13669,706,3539,19478.0,11696.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6738,13666,713,3555,19501.0,11712.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6755,13634,715,3552,19495.0,11708.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6757,13659,705,3547,19467.0,11701.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6765,13663,702,3545,19497.0,11699.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6754,13667,707,3549,19499.0,11694.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6723,13525,707,3548,19525.0,11689.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6753,13625,706,3549,19508.0,11686.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6755,13625,708,3553,19517.0,11685.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6771,13715,703,3548,19483.0,11680.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6769,13749,715,3556,19435.0,11676.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6763,13708,698,3541,19478.0,11674.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6758,13712,712,3554,19481.0,11671.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6763,13685,707,3550,19492.0,11669.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6743,13585,706,3549,19530.0,11666.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6757,13733,711,3551,19470.0,11665.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6778,13765,715,3554,19478.0,11666.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6768,13674,713,3554,19504.0,11662.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6767,13699,712,3553,19501.0,11644.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6757,13693,713,3555,19498.0,11660.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6763,13715,727,3568,19493.0,11655.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6768,13695,711,3551,19502.0,11655.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6767,13706,717,3559,19497.0,11654.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6768,13704,715,3558,19504.0,11653.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6762,13655,719,3563,19531.0,11648.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6771,13703,717,3558,19510.0,11644.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6769,13711,721,3562,19507.0,11642.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6769,13691,720,3560,19508.0,11639.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6767,13702,719,3561,19514.0,11637.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6769,13702,723,3565,19517.0,11621.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6774,13709,717,3562,19495.0,11573.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6769,13718,731,3578,19512.0,11633.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6765,13713,731,3571,19514.0,11632.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6770,13717,728,3570,19511.0,11635.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6770,13666,717,3560,19549.0,11620.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6758,13766,729,3573,19555.0,11634.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6790,13783,727,3571,19508.0,11630.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6782,13669,727,3566,19566.0,11627.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6769,13675,723,3567,19541.0,11622.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6771,13711,730,3571,19529.0,11604.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6770,13741,725,3571,19520.0,11619.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6770,13696,727,3568,19527.0,11616.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6777,13711,726,3569,19541.0,11619.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6774,13659,724,3569,19577.0,11615.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6777,13681,723,3565,19541.0,11608.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6776,13713,729,3569,19534.0,11606.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6782,13729,728,3570,19533.0,11606.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6782,13738,728,3572,19532.0,11607.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6780,13733,727,3569,19535.0,11606.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6775,13736,725,3570,19532.0,11602.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6783,13717,720,3561,19534.0,11598.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6769,13708,725,3568,19542.0,11597.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6779,13725,718,3558,19535.0,11595.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6777,13722,737,3580,19540.0,11595.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6782,13726,730,3574,19516.0,11593.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6778,13668,721,3567,19561.0,11593.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6767,13570,721,3565,19618.0,11596.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6773,13646,726,3570,19580.0,11588.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6742,13512,724,3570,19628.0,11593.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6749,13469,730,3574,19620.0,11588.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6786,13694,728,3570,19578.0,11588.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6783,13570,727,3571,19588.0,11590.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6761,13578,729,3574,19601.0,11581.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6751,13542,721,3568,19616.0,11588.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6760,13537,724,3567,19615.0,11589.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6756,13509,723,3568,19636.0,11588.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6754,13503,727,3569,19625.0,11589.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6751,13528,721,3566,19624.0,11588.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6775,13569,722,3565,19618.0,11590.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6766,13569,725,3568,19614.0,11574.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6775,13669,728,3570,19586.0,11589.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6784,13676,727,3571,19580.0,11587.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6785,13680,729,3572,19582.0,11589.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6780,13677,729,3571,19557.0,11588.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6785,13676,728,3571,19587.0,11574.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6774,13684,732,3576,19585.0,11588.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6788,13690,728,3572,19584.0,11587.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6776,13615,728,3573,19614.0,11588.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6778,13593,726,3569,19610.0,11586.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6777,13622,730,3571,19607.0,11586.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6781,13643,730,3575,19604.0,11587.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6794,13726,734,3579,19578.0,11588.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6799,13733,730,3575,19580.0,11586.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6795,13712,728,3573,19582.0,11584.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6802,13751,731,3576,19580.0,11586.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6790,13734,731,3573,19588.0,11587.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6800,13737,734,3578,19594.0,11589.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6800,13727,731,3575,19594.0,11589.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6778,13709,761,3602,19563.0,11590.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6778,13742,761,3602,19592.0,11596.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6777,13791,759,3602,19577.0,11601.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6794,13727,752,3594,19616.0,11602.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6799,13761,743,3588,19617.0,11613.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6810,13786,740,3584,19559.0,11606.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6813,13729,730,3576,19590.0,11612.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6816,13795,731,3577,19585.0,11615.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6806,13731,732,3578,19604.0,11603.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6801,13758,735,3582,19595.0,11621.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6823,13825,736,3581,19590.0,11625.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6813,13759,731,3584,19607.0,11630.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6819,13787,735,3582,19598.0,11634.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6799,13712,741,3586,19604.0,11637.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6809,13740,736,3581,19611.0,11630.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6827,13825,731,3579,19594.0,11652.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6809,13733,734,3581,19589.0,11650.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6825,13815,733,3580,19590.0,11653.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6820,13791,736,3582,19598.0,11623.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6813,13730,730,3575,19615.0,11651.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6804,13731,732,3577,19618.0,11661.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6809,13719,735,3580,19620.0,11664.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6790,13719,731,3577,19622.0,11666.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6810,13703,736,3581,19604.0,11670.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6815,13762,732,3575,19604.0,11671.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6801,13765,733,3577,19621.0,11673.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6797,13521,722,3567,19633.0,11663.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6787,13650,748,3594,19629.0,11673.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6799,13648,743,3588,19649.0,11680.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6797,13598,736,3579,19676.0,11683.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6809,13640,723,3570,19657.0,11686.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6805,13652,733,3579,19665.0,11675.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6810,13652,734,3582,19657.0,11689.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6804,13643,731,3579,19662.0,11692.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6791,13561,729,3576,19691.0,11690.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6797,13598,737,3583,19682.0,11696.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6813,13691,734,3576,19650.0,11695.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6807,13612,732,3578,19673.0,11698.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6806,13612,730,3576,19655.0,11697.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6808,13643,733,3581,19674.0,11697.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6808,13638,726,3573,19666.0,11698.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6808,13648,735,3582,19674.0,11699.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6805,13705,737,3584,19672.0,11699.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6818,13711,733,3580,19628.0,11700.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6816,13711,737,3581,19660.0,11703.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6823,13721,735,3581,19655.0,11704.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6819,13713,735,3582,19655.0,11700.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6810,13727,732,3578,19653.0,11698.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6822,13736,738,3584,19653.0,11701.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6826,13726,732,3580,19659.0,11701.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6824,13745,742,3587,19623.0,11699.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6820,13721,740,3587,19657.0,11697.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6830,13769,746,3593,19647.0,11699.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6825,13765,750,3596,19609.0,11696.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6842,13814,745,3591,19668.0,11695.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6826,13781,748,3592,19651.0,11693.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6829,13781,749,3596,19651.0,11697.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6834,13788,748,3595,19641.0,11694.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6833,13804,751,3598,19643.0,11691.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6825,13759,747,3592,19663.0,11693.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6828,13768,754,3593,19659.0,11695.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6840,13828,749,3590,19646.0,11692.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6841,13821,752,3597,19639.0,11690.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6835,13777,748,3595,19648.0,11685.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6843,13780,746,3593,19675.0,11686.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6812,13700,749,3592,19677.0,11683.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6833,13748,749,3596,19680.0,11681.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6815,13660,751,3598,19700.0,11680.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6797,13517,742,3587,19743.0,11678.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6778,13364,734,3586,19816.0,11678.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6790,13445,737,3585,19752.0,11676.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6779,13410,763,3609,19805.0,11673.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6774,13341,742,3590,19815.0,11672.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6771,13338,734,3583,19816.0,11654.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6788,13430,741,3588,19798.0,11667.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6781,13336,740,3589,19835.0,11664.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6798,13563,746,3592,19741.0,11663.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6812,13536,740,3588,19764.0,11673.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6801,13533,756,3604,19753.0,11664.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6815,13581,741,3598,19768.0,11663.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6811,13576,742,3592,19754.0,11660.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6789,13438,747,3593,19779.0,11659.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6801,13466,746,3594,19779.0,11656.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6818,13597,751,3602,19744.0,11654.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6822,13567,744,3592,19754.0,11654.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6831,13656,749,3596,19731.0,11649.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6831,13660,746,3599,19737.0,11647.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6813,13627,751,3598,19751.0,11644.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6812,13521,746,3595,19741.0,11646.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6815,13575,749,3597,19762.0,11641.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6828,13593,754,3604,19762.0,11639.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6827,13578,747,3599,19757.0,11649.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6840,13653,748,3596,19749.0,11638.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6827,13656,751,3599,19730.0,11635.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6831,13654,753,3600,19739.0,11631.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6839,13694,754,3601,19743.0,11636.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6850,13731,753,3604,19723.0,11612.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6820,13630,749,3599,19761.0,11627.0,0,0
dia 11 - Soja Heterodera Vaso 7,11,7,6819,13583,750,3601,19769.0,11625.0,0,0
