,removido_inicio_min,removido_inicio_min,removido_inicio_min,removido_inicio_min,removido_fim_min,removido_fim_min,removido_fim_min,removido_fim_min,removido_total_min,removido_total_min,removido_total_min,removido_total_min,duracao_original_min,duracao_original_min,duracao_original_min,duracao_original_min,duracao_mantida_min,duracao_mantida_min,duracao_mantida_min,duracao_mantida_min
,min,median,mean,max,min,median,mean,max,min,median,mean,max,min,median,mean,max,min,median,mean,max
Classe,,,,,,,,,,,,,,,,,,,,
0,1.0668333333333335,1.37,1.5375666666666665,2.355166666666667,1.0796666666666672,1.4,1.5605066666666667,2.354,2.1465000000000005,2.77,3.0980733333333337,4.679666666666666,7.155166666666667,9.337166666666667,10.371739999999999,15.589833333333333,5.008666666666667,6.567166666666666,7.273666666666667,10.910166666666665
1,1.0611666666666666,1.4720833333333334,1.657529761904762,2.5996666666666663,1.0713333333333328,1.5254166666666673,1.6964166666666667,2.6328333333333336,2.1324999999999994,3.0196666666666667,3.353946428571429,5.2299999999999995,7.162833333333333,10.037666666666667,11.209583333333333,17.459833333333332,5.030333333333334,7.049583333333333,7.855636904761904,12.240499999999999
