feature,tipo,importancia
MQ8,mq_cru,0.3686245688633978
MQ7,mq_cru,0.21169651671212508
MQ2,mq_cru,0.14552409028692623
MQ138,mq_cru,0.100038644092618
MQ135,mq_cru,0.09659702615008287
MQ3,mq_cru,0.07751915389485003
