feature,tipo,importancia_media,importancia_desvio,amostra_teste_usada
Pres.,ambiente,0.15579260306827036,0.0023753895305293356,8000
Temp.,ambiente,0.11862589978991808,0.0039092618441958615,8000
MQ7,sensor_mq,0.09583635147193086,0.0036033821206737948,8000
MQ135,sensor_mq,0.08735083298744015,0.0008572758236951429,8000
MQ3,sensor_mq,0.08450517378615019,0.0013658304777112058,8000
MQ2,sensor_mq,0.007800477580260012,0.000958104010892438,8000
MQ138,sensor_mq,0.0016715309100557186,0.0003808092357232117,8000
Soil,ambiente,0.0007429026266914107,0.00013528839250710452,8000
MQ8,sensor_mq,-0.009365879543645561,0.0014154394978348457,8000
