sensor,intercepto,media_sensor_antes,media_sensor_depois,coef_Temp.,media_Temp.,coef_Pres.,media_Pres.
MQ2,18072.117700884057,10643.790842822227,10643.790842822227,-416.90364075751154,36.82618416227043,85.24434867496132,92.96385646175982
MQ3,14594.59678711522,15113.644597653689,15113.644597653689,16.852321396389897,36.82618416227043,-1.092455548124935,92.96385646175982
MQ7,12731.35926789603,3330.450589558214,3330.4505895582147,-452.75159465824305,36.82618416227043,78.22615372351316,92.96385646175982
MQ8,8942.807677799401,4237.645585090638,4237.645585090638,-168.83920387096032,36.82618416227043,16.270210600358553,92.96385646175982
MQ135,13368.918922972298,18262.32442799589,18262.32442799589,210.68337169274085,36.82618416227043,-30.821216437378922,92.96385646175982
MQ138,13898.346778570512,11279.046568703001,11279.046568703001,-167.64681371902873,36.82618416227043,38.23520625813762,92.96385646175982
