Coleta,Dia,Vaso,Tempo,Classe,predito,prob_sem_nematoide,acertou
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,188.42,0,0,0.18534611481534727,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,621.62,1,1,0.9099337354252977,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,641.21,1,1,0.9601822876048042,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,86.33,0,0,0.16566361390468026,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,403.58,0,0,0.36821555921625715,True
dia 19 - Soja Saudavel Vaso 1,19.0,1.0,95.5,1,1,0.5397036125693193,True
dia 13 - Soja Saudavel Vaso 4,13.0,4.0,433.77,1,1,0.994391614975231,True
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,270.75,0,1,0.5344605582769598,False
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,379.69,0,0,0.239495989470835,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,193.25,0,0,0.12228591554322188,True
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,90.01,0,0,0.051462567089418425,True
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,298.83,0,1,0.5575569962526461,False
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,480.82,1,1,0.9906957355448032,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,419.26,0,0,0.3272285488827089,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,629.26,0,0,0.3540728832553082,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,668.01,1,1,0.941590722234041,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,670.86,0,0,0.4080251673851855,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,438.51,0,0,0.4524343941432112,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,298.41,0,1,0.5322638186856096,False
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,339.79,1,1,0.9717380117595308,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,171.36,1,1,0.9988776116827194,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,151.09,0,0,0.15679121076669406,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,444.62,1,1,0.9795143756994696,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,348.43,0,0,0.283700632550941,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,241.91,1,1,0.9999840737933655,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,208.92,1,1,0.9247512776734507,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,261.4,1,1,0.9883217682936849,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,381.04,1,1,0.9977589179444474,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,260.91,1,1,0.9999811401666696,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,492.94,1,1,0.9193578982501985,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,284.87,1,1,0.9989424071266989,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,685.69,0,0,0.12012399479719983,True
