cenario,titulo,features,linhas_treino,linhas_teste,accuracy,balanced_accuracy,f1_macro,top1_nativo,top1_permutacao
01_mq_cru,MQ cru,"MQ2, MQ3, MQ7, MQ8, MQ135, MQ138",41377,22115,0.8986208455799232,0.899014420695706,0.8985740545724271,MQ8,MQ8
02_mq_ambiente_confirmado,MQ + BMP280 + solo capacitivo,"MQ2, MQ3, MQ7, MQ8, MQ135, MQ138, Soil_indice_0_1, Temp_C, Pres_kPa",41377,22115,0.8792674655211395,0.8788983288311448,0.8790549583209732,MQ8,Pres_kPa
03_mq_corrigido_ambiente,MQ corrigido por ambiente,"MQ2_corrigido_env, MQ3_corrigido_env, MQ7_corrigido_env, MQ8_corrigido_env, MQ135_corrigido_env, MQ138_corrigido_env",41377,22115,0.8648428668324667,0.8636635810100416,0.8642896332559737,MQ138_corrigido_env,MQ135_corrigido_env
04_mq_corrigido_ambiente_com_contexto,MQ corrigido + ambiente,"MQ2_corrigido_env, MQ3_corrigido_env, MQ7_corrigido_env, MQ8_corrigido_env, MQ135_corrigido_env, MQ138_corrigido_env, Soil_indice_0_1, Temp_C, Pres_kPa",41377,22115,0.9082975356093149,0.9073036690084336,0.9079631495525959,Pres_kPa,Pres_kPa
