Coleta,Dia,Vaso,Tempo,Classe,predito,prob_sem_nematoide,acertou
dia 19 - Soja Saudavel Vaso 1,19.0,1.0,366.74,1,0,0.3137494587754461,False
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,159.28,0,0,0.16715423321214343,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,235.38,1,1,0.9370671809790829,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,739.26,1,1,0.9411371626294485,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,88.84,0,0,0.3967400514329041,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,649.36,1,1,0.744301400426951,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,623.11,1,1,0.9037827809062702,True
dia 13 - Soja Saudavel Vaso 4,13.0,4.0,274.09,1,1,0.9951706567197901,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,146.3,0,0,0.42812246631473394,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,290.99,0,0,0.26273319959849417,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,447.94,1,1,0.876992313020657,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,346.47,0,0,0.05511537161776463,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,211.18,0,0,0.04636573425193927,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,659.75,1,1,0.9358548181342229,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,163.35,0,0,0.1642524671635054,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,385.96,0,0,0.367142993732562,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,458.02,1,1,0.9981725867601211,True
dia 19 - Soja Saudavel Vaso 1,19.0,1.0,200.13,1,0,0.16551600179692993,False
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,273.51,0,0,0.09370489210655689,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,418.69,1,1,0.840757459218737,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,269.89,0,0,0.42122042085017225,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,179.68,0,1,0.5233311604370966,False
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,167.64,1,1,0.9240466193739139,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,256.58,0,0,0.2676401584952245,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,370.23,1,1,0.561523460946512,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,456.08,1,1,0.8740159454857933,True
dia 19 - Soja Saudavel Vaso 1,19.0,1.0,437.11,1,0,0.3033413695542478,False
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,173.71,0,0,0.14507956837316324,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,451.38,1,1,0.8515919033865619,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,630.65,0,0,0.35168592401502685,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,429.93,0,0,0.4400420848231121,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,372.08,1,1,0.8289624849569299,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,674.08,0,0,0.1408134198564908,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,583.94,1,1,0.9234116038345912,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,723.87,1,1,0.7697599492680529,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,542.64,0,0,0.33689892004034794,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,720.84,0,0,0.14562115481357085,True
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,81.3,0,0,0.25422645899573737,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,470.14,1,1,0.872709623630167,True
dia 19 - Soja Saudavel Vaso 1,19.0,1.0,328.14,1,0,0.3212113683762626,False
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,140.17,0,0,0.19780529259531265,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,431.35,1,1,0.7898712013766274,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,408.89,0,0,0.3627122215271612,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,280.31,0,0,0.17047737914992114,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,368.56,1,1,0.8355404045372545,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,275.35,1,1,0.7484308081129103,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,578.7,1,1,0.7287262685263586,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,412.67,1,1,0.6728728590690355,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,116.93,0,0,0.04526767797111537,True
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,375.16,0,1,0.7511287778978254,False
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,375.12,1,1,0.572926200608749,True
dia 19 - Soja Saudavel Vaso 1,19.0,1.0,310.56,1,0,0.31903982527043556,False
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,431.21,0,0,0.4353023346203546,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,420.82,0,0,0.14575639619902203,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,231.72,0,0,0.04747684536305038,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,709.87,1,1,0.9411303312379643,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,205.74,0,0,0.06211935690788044,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,521.64,0,0,0.04702706020194268,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,443.78,0,0,0.32936636119760365,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,447.03,0,0,0.3218571235015937,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,459.48,1,1,0.998000074862749,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,739.27,1,1,0.8514644804703989,True
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,188.21,0,0,0.15388350312761048,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,429.46,0,0,0.46549204405835753,True
dia 13 - Soja Saudavel Vaso 4,13.0,4.0,330.91,1,1,0.994059545608679,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,408.81,1,1,0.8605028492877241,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,536.17,0,0,0.11696005651407944,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,168.63,0,0,0.10629616382919835,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,249.77,0,1,0.5274574900064724,False
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,134.79,0,0,0.10765658182290713,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,171.74,0,0,0.16366031444287124,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,243.36,0,0,0.048461759781385165,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,486.0,0,0,0.21535656947511198,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,529.57,1,1,0.9035366251568417,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,222.56,0,0,0.29079963558746436,True
