Coleta,Dia,Vaso,Tempo,Classe,predito,prob_sem_nematoide,acertou
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,344.54,1,1,0.8731047413984143,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,331.81,0,0,0.11021049184954955,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,658.48,0,0,0.4212625175572418,True
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,114.36,0,0,0.03449651625083379,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,271.81,1,1,0.9748120752913622,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,694.6,1,1,0.9305606486497318,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,709.25,0,1,0.6014885321313848,False
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,233.32,0,0,0.02325976264740732,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,374.19,0,0,0.27662208402824756,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,472.18,0,0,0.3820195098509226,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,483.89,1,1,0.9635024237311943,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,437.91,0,0,0.2565750776814402,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,646.32,0,1,0.6417157064887168,False
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,343.51,0,0,0.18888638107360128,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,496.57,0,0,0.423885502160602,True
dia 13 - Soja Saudavel Vaso 4,13.0,4.0,163.81,1,1,0.9836943580751665,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,279.13,0,0,0.24105777868447736,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,580.69,1,1,0.9270379385157737,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,569.38,1,1,0.9278494372330826,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,544.77,1,1,0.9839685739914229,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,362.02,0,0,0.28122122137581207,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,247.7,1,1,0.9555102154330254,True
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,374.69,0,0,0.12042773702309255,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,518.86,0,0,0.4759892435754097,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,375.86,0,0,0.04453433702985968,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,550.47,1,1,0.9844785600371232,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,169.74,1,1,0.9773067753082898,True
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,128.25,0,0,0.020347559985726883,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,508.4,1,1,0.9822360214542468,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,210.67,1,1,0.9999865178439018,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,473.68,0,0,0.4887511804296691,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,486.75,0,0,0.4850034484120005,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,230.3,0,1,0.5400836575359301,False
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,178.93,0,0,0.06258469718247754,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,674.45,0,0,0.43183546973235987,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,213.49,0,0,0.14043822861121733,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,678.58,0,0,0.4250472551738137,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,252.72,0,0,0.14396335781785335,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,594.03,1,1,0.9259283283810279,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,433.81,1,1,0.9978477356643635,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,270.84,0,1,0.5878418410744881,False
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,560.6,1,1,0.947893028666434,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,615.17,0,0,0.4235759158016079,True
