feature,importance_mean,importance_std
MQ8,0.14374000000000003,0.004172337474366153
MQ2,0.06510000000000002,0.00368591915266735
MQ138,0.05398000000000003,0.0035036552341804637
MQ7,0.04344000000000001,0.003474248120097354
MQ135,0.03882000000000002,0.0021586106642931227
MQ3,-0.0038999999999999703,0.0018788294228055957
