feature,tipo,importancia
MQ135,sensor_mq,0.19081016375482027
MQ7,sensor_mq,0.1898621744976987
MQ8,sensor_mq,0.1716323620254767
MQ2,sensor_mq,0.16271969931833186
MQ138,sensor_mq,0.14361289359553014
MQ3,sensor_mq,0.14136270680814222
