feature,tipo,importancia_media,importancia_desvio,amostra_teste_usada
MQ2,sensor_mq,0.4483773665409997,0.004820668191423248,8000
MQ135,sensor_mq,0.19212740691000782,0.00131455537707391,8000
MQ3,sensor_mq,0.12876735342162066,0.002746397789970554,8000
MQ138,sensor_mq,0.0732292177680827,0.003118789701686328,8000
MQ7,sensor_mq,0.0407387412482342,0.0021922286341025062,8000
MQ8,sensor_mq,0.007610939207942202,0.0017663032839688763,8000
