cenario,linhas_avaliadas,accuracy,balanced_accuracy,f1_macro,coletas_excluidas
teste_completo,22115,0.9082975356093149,0.9073036690084336,0.9079631495525959,
teste_sem_C24,19994,0.8985695708712613,0.8999058760414953,0.8984117747103559,C24
teste_sem_C28,19985,0.8985238929196898,0.8998673156346135,0.8983622475046809,C28
teste_sem_C30,20569,0.901405026982352,0.9022242778116852,0.9013944531067526,C30
teste_sem_C32,20844,0.9384954903089618,0.939863026550333,0.9384029308854998,C32
teste_sem_C24_C28_C30,16318,0.8757200637333007,0.8739503211253463,0.8656670302201307,C24 | C28 | C30
teste_sem_C24_C28_C30_C32,15047,0.9148002924170932,0.939863026550333,0.9042772224551385,C24 | C28 | C30 | C32
