feature,tipo,importancia
MQ8,sensor_mq,0.3686245688633978
MQ7,sensor_mq,0.21169651671212508
MQ2,sensor_mq,0.14552409028692623
MQ138,sensor_mq,0.100038644092618
MQ135,sensor_mq,0.09659702615008287
MQ3,sensor_mq,0.07751915389485003
