dataset,tipo,Coleta,Dia,Vaso,Classe,Tempo,linha_global,sensor,valor,delta_abs
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,0,340.98,3262,MQ2,6852.0,115.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,184.21,73143,MQ2,20436.0,115.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,616.18,1930,MQ2,7311.0,111.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,326.74,23136,MQ2,11103.0,111.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,97.45,25990,MQ2,10294.0,111.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,353.03,23246,MQ2,11081.0,110.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,326.51,23135,MQ2,10992.0,110.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,148.59,26176,MQ2,10263.0,110.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,379.75,23358,MQ2,11108.0,109.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,327.0,18201,MQ2,11857.0,107.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,135.11,26128,MQ2,16768.0,107.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,494.88,74312,MQ2,20755.0,106.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,187.73,73157,MQ2,20459.0,105.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,147.71,22386,MQ2,11538.0,104.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,121.75,17338,MQ2,11690.0,102.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,189.81,44704,MQ2,13468.0,102.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,554.51,74536,MQ2,20751.0,102.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,490.08,74295,MQ2,20851.0,101.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,358.78,51684,MQ2,11575.0,100.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,121.98,17339,MQ2,11789.0,99.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,281.72,18011,MQ2,11846.0,98.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,281.49,18010,MQ2,11748.0,98.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,446.01,46100,MQ2,13142.0,98.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,571.07,74599,MQ2,19550.0,98.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,428.42,75742,MQ2,20391.0,98.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,323.68,21701,MQ2,11528.0,97.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,92.63,44176,MQ2,13457.0,97.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,254.6,73407,MQ2,20608.0,97.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,189.99,44705,MQ2,13564.0,96.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,256.8,75098,MQ2,20000.0,96.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,663.14,2119,MQ2,7485.0,95.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,158.15,65731,MQ2,6133.0,95.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,323.91,21702,MQ2,11622.0,94.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,490.64,74296,MQ2,20757.0,94.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,92.89,20734,MQ2,11359.0,93.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,410.71,51934,MQ2,11601.0,93.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,129.58,20889,MQ2,11418.0,92.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,182.83,50840,MQ2,11438.0,92.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,288.82,51349,MQ2,11453.0,92.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,186.74,73153,MQ2,20440.0,92.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,147.66,80,MQ2,6811.0,91.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,266.42,21461,MQ2,11397.0,91.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,95.86,20747,MQ2,11360.0,91.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,301.86,21610,MQ2,11483.0,91.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,266.68,21462,MQ2,11488.0,91.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,358.55,51683,MQ2,11475.0,91.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,410.91,51935,MQ2,11692.0,91.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,433.9,52045,MQ2,11651.0,90.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,627.76,14071,MQ2,6558.0,89.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,301.04,75264,MQ2,20173.0,89.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 3,19.0,3.0,1,98.31,79521,MQ2,9972.0,89.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,87.03,50380,MQ2,11284.0,88.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,660.06,2106,MQ2,7482.0,86.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,420.05,79227,MQ2,9903.0,86.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 3,19.0,3.0,1,98.03,79520,MQ2,9883.0,86.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,616.92,1933,MQ2,7439.0,85.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,485.76,79444,MQ2,10035.0,85.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,463.82,79372,MQ2,9914.0,85.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,629.26,1982,MQ2,7391.0,81.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,302.04,678,MQ2,6926.0,80.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,158.44,65732,MQ2,6213.0,80.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 5,19.0,5.0,1,118.35,82012,MQ2,9985.0,80.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 5,19.0,5.0,1,251.98,82424,MQ2,10001.0,80.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,309.23,75294,MQ2,20804.0,79.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,145.57,78319,MQ2,9502.0,78.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,226.91,78588,MQ2,9912.0,78.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,147.41,79,MQ2,6720.0,77.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,469.59,75898,MQ2,20360.0,77.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 5,19.0,5.0,1,122.55,82025,MQ2,9891.0,76.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,166.49,80998,MQ2,10194.0,75.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,104.84,80805,MQ2,10188.0,75.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,652.88,2076,MQ2,7295.0,74.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,412.04,81758,MQ2,10276.0,74.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,143.94,80928,MQ2,10260.0,74.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 5,19.0,5.0,1,112.16,81992,MQ2,10076.0,74.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,128.19,80879,MQ2,10194.0,73.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,176.73,81030,MQ2,10196.0,73.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 5,19.0,5.0,1,126.73,82038,MQ2,10010.0,73.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,175.75,65801,MQ2,6300.0,72.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 3,19.0,3.0,1,177.1,79784,MQ2,10049.0,72.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,253.25,75084,MQ2,20105.0,71.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 3,19.0,3.0,1,393.9,80501,MQ2,10123.0,71.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 3,19.0,3.0,1,110.3,79561,MQ2,10012.0,70.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 3,19.0,3.0,1,322.05,80263,MQ2,10008.0,70.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,303.29,75273,MQ2,20142.0,68.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,154.47,65716,MQ2,6149.0,62.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,200.65,74888,MQ2,19972.0,62.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,158.68,65733,MQ2,6274.0,61.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,302.74,15323,MQ2,6257.0,60.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,302.98,15324,MQ2,6316.0,59.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,359.13,5430,MQ2,5931.0,58.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,155.65,65721,MQ2,6220.0,58.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,202.93,74897,MQ2,19908.0,58.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,638.43,6506,MQ2,6635.0,57.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,161.1,65743,MQ2,6167.0,57.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,145.97,14706,MQ2,6082.0,55.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,155.42,65720,MQ2,6162.0,53.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,154.7,65717,MQ2,6201.0,52.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,192.61,4788,MQ2,5726.0,50.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,164.97,65759,MQ2,6220.0,50.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,417.49,5655,MQ2,6166.0,49.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,324.93,5295,MQ2,6111.0,48.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,625.83,6457,MQ2,6690.0,47.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,578.02,6266,MQ2,6620.0,46.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,744.54,6915,MQ2,6812.0,46.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,630.83,6475,MQ2,6692.0,45.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,630.12,6472,MQ2,6696.0,44.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,145.74,14705,MQ2,6027.0,41.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,751.87,14561,MQ2,6313.0,39.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,195.42,14899,MQ2,6149.0,38.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,195.9,14901,MQ2,6182.0,38.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,319.63,12854,MQ2,6187.0,37.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,439.31,13327,MQ2,6393.0,33.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,740.63,17013,MQ2,6940.0,33.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,175.62,14823,MQ2,6161.0,32.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,175.89,14824,MQ2,6129.0,32.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,177.72,14829,MQ2,6161.0,32.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,306.6,12803,MQ2,6322.0,31.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,739.2,14511,MQ2,6797.0,31.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,158.41,12217,MQ2,6226.0,30.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,319.4,12853,MQ2,6150.0,29.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,309.38,12814,MQ2,6300.0,28.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,89.66,30514,MQ3,10794.0,6264.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,101.81,30556,MQ3,17284.0,6020.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,100.2,30550,MQ3,17278.0,6015.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,99.92,30549,MQ3,11263.0,6004.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,99.28,30547,MQ3,17259.0,5995.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,106.34,30571,MQ3,17335.0,5984.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,238.86,31019,MQ3,11765.0,5979.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,115.22,27567,MQ3,17321.0,5924.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,115.22,29080,MQ3,17321.0,5924.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,153.36,27704,MQ3,17309.0,5626.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,153.36,29217,MQ3,17309.0,5626.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,134.82,26127,MQ3,12228.0,5238.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,136.58,26133,MQ3,17424.0,5031.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,127.19,27610,MQ3,12219.0,4968.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,127.19,29123,MQ3,12219.0,4968.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,234.07,77361,MQ3,12979.0,4814.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,229.03,77344,MQ3,17806.0,4795.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,228.75,77343,MQ3,13011.0,4685.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,232.37,77355,MQ3,13144.0,4668.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,196.01,77235,MQ3,17941.0,4598.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,195.73,77234,MQ3,13343.0,4559.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,232.65,77356,MQ3,17287.0,4143.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,275.85,52740,MQ3,14933.0,3987.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,262.07,52688,MQ3,17700.0,3683.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,261.58,52686,MQ3,14167.0,3259.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,248.73,52637,MQ3,16980.0,2608.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,287.99,52786,MQ3,16627.0,2399.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,276.09,52741,MQ3,17100.0,2167.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,288.24,52787,MQ3,18757.0,2130.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,267.13,52708,MQ3,16583.0,1768.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,141.72,27662,MQ3,11646.0,1716.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,141.72,29175,MQ3,11646.0,1716.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,141.43,27661,MQ3,13362.0,1673.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,141.43,29174,MQ3,13362.0,1673.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,267.38,52709,MQ3,18082.0,1499.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,139.74,27655,MQ3,11593.0,1451.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,139.74,29168,MQ3,11593.0,1451.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,139.49,27654,MQ3,13044.0,1399.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,139.49,29167,MQ3,13044.0,1399.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,257.81,52671,MQ3,17194.0,1264.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,127.48,27611,MQ3,11303.0,916.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,127.48,29124,MQ3,11303.0,916.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,350.92,56055,MQ3,13099.0,850.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,397.95,56238,MQ3,13378.0,850.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,328.01,61217,MQ3,13047.0,821.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,497.14,56641,MQ3,13633.0,813.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,697.17,57413,MQ3,13773.0,702.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,401.68,56252,MQ3,13617.0,659.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,616.18,1930,MQ3,14061.0,648.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,326.89,58227,MQ3,14831.0,630.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,715.66,57487,MQ3,11760.0,628.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 5,11.0,5.0,1,476.01,64395,MQ3,13203.0,603.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,300.12,68852,MQ3,6598.0,603.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,0,349.17,3294,MQ3,14200.0,593.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,325.47,68947,MQ3,7178.0,573.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,616.92,1933,MQ3,14850.0,554.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,697.4,57414,MQ3,14324.0,551.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 7,12.0,7.0,0,547.04,8678,MQ3,14105.0,544.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,327.25,61214,MQ3,14279.0,535.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,701.59,57430,MQ3,13458.0,521.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,351.15,56056,MQ3,13614.0,515.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,585.71,62239,MQ3,15202.0,508.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,0,548.79,4090,MQ3,14963.0,503.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,578.71,62212,MQ3,14673.0,486.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 5,11.0,5.0,1,476.3,64396,MQ3,13686.0,483.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,341.11,56016,MQ3,14082.0,480.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,652.88,2076,MQ3,13968.0,470.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,629.26,1982,MQ3,14472.0,466.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,198.99,50917,MQ3,17671.0,455.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,199.19,50918,MQ3,18125.0,454.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,329.64,58238,MQ3,14526.0,447.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,585.46,62238,MQ3,14694.0,439.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,327.74,58230,MQ3,15105.0,438.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,127.69,4,MQ3,13556.0,435.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 7,12.0,7.0,0,547.3,8679,MQ3,14540.0,435.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,330.11,58240,MQ3,14420.0,431.0
