dataset,tipo,Coleta,Dia,Vaso,Classe,Tempo,linha_global,sensor,valor,delta_abs
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,89.66,30514,MQ135,9766.0,9589.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,115.22,27567,MQ135,19639.0,9547.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,115.22,29080,MQ135,19639.0,9547.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,472.17,31803,MQ135,10804.0,9483.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,238.59,31018,MQ135,20030.0,9450.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,454.66,31744,MQ135,20280.0,9447.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,459.29,31760,MQ135,20277.0,9421.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,232.29,30997,MQ135,10603.0,9393.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,217.98,30949,MQ135,10631.0,9387.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,439.16,31692,MQ135,10857.0,9387.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,127.19,27610,MQ135,10089.0,9354.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,127.19,29123,MQ135,10089.0,9354.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,153.36,27704,MQ135,19523.0,9119.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,153.36,29217,MQ135,19523.0,9119.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,136.58,26133,MQ135,19750.0,9019.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,134.82,26127,MQ135,10881.0,8907.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,229.29,77345,MQ135,11972.0,8058.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,229.56,77346,MQ135,20030.0,8058.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,232.37,77355,MQ135,11991.0,8046.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,237.97,77374,MQ135,11999.0,8019.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,238.32,77375,MQ135,20017.0,8018.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,196.01,77235,MQ135,19911.0,7858.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,195.73,77234,MQ135,12053.0,7656.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,275.85,52740,MQ135,21734.0,1147.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,262.07,52688,MQ135,20751.0,1114.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,248.73,52637,MQ135,20884.0,794.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,276.09,52741,MQ135,21074.0,660.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,261.05,52684,MQ135,21096.0,550.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,250.49,19613,MQ135,21225.0,485.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,261.34,52685,MQ135,21552.0,456.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,142.26,46708,MQ135,19832.0,383.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,254.31,47252,MQ135,20770.0,376.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,141.72,27662,MQ135,10372.0,372.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,141.72,29175,MQ135,10372.0,372.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,199.12,46983,MQ135,20394.0,369.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,257.81,52671,MQ135,20910.0,359.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,142.47,46709,MQ135,20187.0,355.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,163.58,48711,MQ135,20862.0,333.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,476.95,48332,MQ135,21257.0,329.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,283.75,49287,MQ135,20866.0,328.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,350.92,56055,MQ135,20623.0,321.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,476.75,48331,MQ135,20928.0,320.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,144.13,20950,MQ135,20967.0,317.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,252.74,51176,MQ135,20973.0,317.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,436.2,46047,MQ135,22740.0,316.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,138.89,22349,MQ135,20868.0,313.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,406.9,47992,MQ135,21145.0,303.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,268.66,26605,MQ135,20210.0,300.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,373.56,56144,MQ135,20754.0,299.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,247.58,28041,MQ135,20229.0,293.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,247.58,29554,MQ135,20229.0,293.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,790.7,54796,MQ135,18126.0,291.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,397.95,56238,MQ135,21008.0,289.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,195.43,81088,MQ135,20236.0,286.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,230.82,23992,MQ135,20893.0,283.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,134.19,46669,MQ135,20261.0,283.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,226.11,78585,MQ135,19582.0,283.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,92.02,50404,MQ135,20639.0,278.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,92.25,50405,MQ135,20914.0,275.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,115.87,46580,MQ135,20772.0,272.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,132.19,17382,MQ135,20833.0,269.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 3,19.0,3.0,1,194.32,79841,MQ135,20070.0,269.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,261.58,52686,MQ135,21819.0,267.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,344.15,20006,MQ135,21091.0,266.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,287.32,47412,MQ135,20904.0,265.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,448.36,50076,MQ135,21140.0,264.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,241.39,44986,MQ135,22992.0,258.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 1,11.0,1.0,1,166.6,52303,MQ135,21657.0,257.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,497.14,56641,MQ135,21517.0,256.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,231.08,23993,MQ135,21146.0,253.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,132.05,50597,MQ135,20465.0,251.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,373.81,56145,MQ135,20506.0,248.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,612.29,57088,MQ135,21811.0,247.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,328.01,61217,MQ135,20863.0,246.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,716.33,57489,MQ135,18268.0,244.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,482.51,28887,MQ135,20514.0,241.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,482.51,30400,MQ135,20514.0,241.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,391.31,49803,MQ135,21029.0,240.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,482.1,18854,MQ135,21366.0,238.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,316.13,45393,MQ135,22449.0,237.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,229.48,55562,MQ135,20790.0,237.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,0,349.17,3294,MQ135,19624.0,236.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,351.06,51648,MQ135,20910.0,232.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,130.29,19108,MQ135,20758.0,231.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,196.38,17652,MQ135,20712.0,230.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,482.33,18855,MQ135,21596.0,230.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,241.21,44985,MQ135,22734.0,229.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,361.92,23283,MQ135,20944.0,228.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,187.66,55392,MQ135,20896.0,224.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,362.15,23284,MQ135,21167.0,223.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,196.62,17653,MQ135,20933.0,221.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,697.4,57414,MQ135,19679.0,221.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,657.67,2096,MQ135,20366.0,217.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,292.48,18056,MQ135,21403.0,217.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,414.02,24709,MQ135,21089.0,214.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,105.96,78186,MQ135,19085.0,214.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 5,19.0,5.0,1,135.63,82066,MQ135,19916.0,214.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,292.23,18055,MQ135,21186.0,213.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,414.27,24710,MQ135,21301.0,212.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,378.39,24570,MQ135,21068.0,209.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,95.37,48384,MQ135,20688.0,208.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,95.57,48385,MQ135,20895.0,207.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,319.66,19903,MQ135,21293.0,203.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,141.43,27661,MQ135,10744.0,203.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,141.43,29174,MQ135,10744.0,203.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 5,11.0,5.0,1,476.01,64395,MQ135,20709.0,203.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,367.11,23305,MQ135,20975.0,201.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,344.39,20007,MQ135,21291.0,200.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 6,19.0,6.0,0,144.08,25023,MQ135,10959.0,200.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,367.34,23306,MQ135,21173.0,198.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,230.51,49032,MQ135,20261.0,198.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,231.96,51076,MQ135,20432.0,197.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,120.35,48504,MQ135,20737.0,195.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,351.26,51649,MQ135,21105.0,195.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,318.96,19900,MQ135,21095.0,194.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,319.43,19902,MQ135,21090.0,193.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,252.6,17888,MQ135,21220.0,191.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,338.29,24413,MQ135,21251.0,191.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,315.53,49440,MQ135,20711.0,191.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 4,18.0,4.0,1,315.73,49441,MQ135,20901.0,190.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,338.04,24412,MQ135,21060.0,189.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,140.62,23639,MQ135,20965.0,189.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 7,12.0,7.0,0,547.04,8678,MQ135,19503.0,188.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,319.19,19901,MQ135,21283.0,188.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,329.87,58239,MQ135,19905.0,188.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,371.58,20121,MQ135,21170.0,187.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,272.71,70942,MQ135,11167.0,187.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,326.89,58227,MQ135,20451.0,185.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,660.06,2106,MQ135,20286.0,181.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,132.04,27627,MQ135,10425.0,181.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,416.27,28645,MQ135,20442.0,181.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,132.04,29140,MQ135,10425.0,181.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,416.27,30158,MQ135,20442.0,181.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,396.31,45830,MQ135,22388.0,181.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,405.52,27096,MQ135,20462.0,180.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,199.31,44756,MQ135,22748.0,180.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,396.13,45829,MQ135,22207.0,180.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,85.81,50374,MQ135,20902.0,180.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,806.69,60114,MQ135,16895.0,180.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,199.49,44757,MQ135,22927.0,179.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,665.17,2125,MQ135,20284.0,178.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,129.98,50587,MQ135,20719.0,178.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,656.97,2093,MQ135,20398.0,177.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,457.11,18749,MQ135,21400.0,177.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,102.46,50455,MQ135,20922.0,177.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,85.94,22124,MQ135,20303.0,176.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 5,11.0,5.0,1,476.3,64396,MQ135,20533.0,176.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,130.11,22312,MQ135,20540.0,175.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,405.25,27095,MQ135,20282.0,175.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,282.63,21529,MQ135,21180.0,173.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,298.57,71035,MQ135,11070.0,173.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,205.46,44790,MQ135,22761.0,172.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,664.31,2122,MQ135,20173.0,170.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,108.46,78194,MQ135,18868.0,169.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,476.13,79413,MQ135,19914.0,169.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,191.6,21149,MQ135,21043.0,167.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,181.6,44660,MQ135,22743.0,167.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,352.26,61314,MQ135,19847.0,167.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 5,11.0,5.0,1,680.34,65219,MQ135,20715.0,166.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,223.15,21281,MQ135,21096.0,165.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,396.58,22006,MQ135,21341.0,165.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,170.29,21060,MQ135,21004.0,164.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,286.89,21547,MQ135,21024.0,164.0
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,347.54,21801,MQ135,21283.0,164.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,301.82,71046,MQ135,11157.0,164.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,616.92,1933,MQ135,20191.0,163.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,475.57,79411,MQ135,19939.0,163.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,578.71,62212,MQ135,21019.0,162.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,280.96,70972,MQ135,11006.0,161.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,156.5,70510,MQ135,11106.0,160.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,156.75,70511,MQ135,10946.0,160.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,192.84,4789,MQ135,18625.0,159.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,250.99,26542,MQ135,19878.0,159.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,206.27,26382,MQ135,19763.0,157.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 7,12.0,7.0,0,547.3,8679,MQ135,19348.0,155.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,91.33,25968,MQ135,19889.0,155.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,148.79,70482,MQ135,11068.0,155.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,657.2,2094,MQ135,20245.0,153.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,327.25,61214,MQ135,20542.0,153.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 5,11.0,5.0,1,747.33,65491,MQ135,20699.0,153.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 5,19.0,5.0,1,125.89,82035,MQ135,19958.0,153.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,275.15,70951,MQ135,11186.0,152.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,244.02,70838,MQ135,11121.0,151.0
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,190.14,4778,MQ135,18664.0,150.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,462.49,74190,MQ135,8021.0,150.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,135.76,70433,MQ135,10883.0,149.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,488.11,79452,MQ135,20095.0,149.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,101.55,80795,MQ135,19835.0,149.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,437.21,81835,MQ135,20562.0,149.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,616.18,1930,MQ135,20385.0,148.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,0,152.59,2512,MQ135,19490.0,148.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,432.76,81821,MQ135,20557.0,148.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 5,19.0,5.0,1,127.85,82042,MQ135,19870.0,148.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,585.71,62239,MQ135,20868.0,147.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,162.32,78375,MQ135,19019.0,147.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,327.74,58230,MQ135,20324.0,146.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,281.45,61034,MQ135,21112.0,146.0
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,202.93,81111,MQ135,20136.0,146.0
