dataset,tipo,Coleta,Dia,Vaso,Classe,sensor,linha_global_inicio,linha_global_fim,Tempo_inicio,Tempo_fim,duracao_linhas,valor_medio_intervalo,valor_max_intervalo,limiar_p99
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,96354,96367,474.78,477.56,14,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95500,95512,283.61,286.79,13,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95600,95612,306.16,308.73,13,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95785,95796,347.31,350.25,12,93.92083333333335,93.93,93.92
dia_20_mais,valor_alto_p99_intervalo,Página15,21.0,,1,Pres.,96608,96618,76.6,78.71,11,93.91999999999999,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95484,95493,280.23,282.15,10,93.91999999999999,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95614,95623,309.14,311.49,10,93.91999999999999,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95700,95709,328.61,330.52,10,93.921,93.93,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95838,95847,359.22,361.56,10,93.921,93.93,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95890,95899,370.76,372.66,10,93.91999999999999,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,96457,96466,498.09,500.03,10,93.91999999999999,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,96219,96227,444.36,446.05,9,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,96372,96380,478.6,480.28,9,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,96528,96536,513.75,515.46,9,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95273,95280,232.85,234.33,8,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95296,95303,238.35,239.83,8,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95737,95744,337.05,338.52,8,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,96337,96344,470.58,472.7,8,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,94726,94732,111.03,112.29,7,93.91999999999999,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95519,95525,288.26,289.52,7,93.91999999999999,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95553,95559,295.47,296.74,7,93.91999999999999,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95658,95664,319.05,320.33,7,93.91999999999999,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95874,95880,367.39,368.65,7,93.92142857142856,93.93,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,96238,96244,448.99,450.23,7,93.91999999999999,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,96441,96447,494.1,495.52,7,93.91999999999999,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,96449,96455,496.44,497.68,7,93.91999999999999,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,96468,96474,500.44,501.71,7,93.91999999999999,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,94908,94913,151.43,152.5,6,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95375,95380,255.75,256.82,6,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95530,95535,290.57,291.64,6,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95537,95542,292.1,293.16,6,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95724,95729,333.7,334.74,6,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95972,95977,389.42,390.46,6,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,96269,96274,455.52,456.56,6,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,96549,96554,518.3,519.34,6,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,94902,94906,150.18,151.02,5,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95012,95016,174.8,175.66,5,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95260,95264,230.12,230.97,5,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95408,95412,263.44,264.28,5,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95567,95571,298.9,300.03,5,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,95817,95821,354.78,355.61,5,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,96213,96217,443.08,443.95,5,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,96252,96256,451.95,452.78,5,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,Página14,21.0,,1,Pres.,96542,96546,516.71,517.58,5,93.92200000000001,93.93,93.92
dia_20_mais,valor_alto_p99_intervalo,Página15,21.0,,1,Pres.,96752,96756,108.54,109.4,5,93.92,93.92,93.92
dia_20_mais,valor_alto_p99_intervalo,dia 20 sem pressao - Soja Sauda,20.0,,1,Soil,84383,84389,311.02,312.24,7,3099.0,3111.0,3091.0
dia_20_mais,valor_alto_p99_intervalo,dia 20 sem pressao - Soja Heter,20.0,,0,Temp.,33190,33396,371.62,416.41,207,42.55458937198066,42.9,42.3
dia_20_mais,valor_alto_p99_intervalo,Página5,20.0,,0,Temp.,37950,38109,382.94,417.42,160,42.38375,42.5,42.3
