sensor,intercept_original_units,coef_soil_indice_0_1,coef_temp_c,coef_pres_kpa,nivel_medio_treino_remantido,metodo
MQ2,560628.7040349673,3954.902617103074,-87.27677817744824,-5873.928733782062,9531.14448823256,HuberRegressor ajustado somente no treino
MQ3,-16892.42446416589,4866.747915017876,82.26129418153366,294.7632802560635,16222.934218577377,HuberRegressor ajustado somente no treino
MQ7,216565.07547994787,-708.6046798824069,-49.74301719053073,-2283.878862764022,546.1211086177684,HuberRegressor ajustado somente no treino
MQ8,645698.9369203208,-978.4168618957581,-203.12145556774186,-6771.155414925642,3824.2036214634854,HuberRegressor ajustado somente no treino
MQ135,166188.88052551978,1709.7871800388664,82.2997180862816,-1604.0288661539769,19869.107442925226,HuberRegressor ajustado somente no treino
MQ138,1174889.439843504,-5103.111168717205,-199.33456193818398,-12333.101216711022,10215.96488762643,HuberRegressor ajustado somente no treino
