Classe,Sensor,Tempo_Normalizado,mean,std
0,MQ135,93,0.8863554778937095,0.23815457353146152
0,MQ135,94,0.8259979941578118,0.2611189859964098
0,MQ135,95,0.7626804058749039,0.27752093405624095
0,MQ135,96,0.7163104050660781,0.32914760672255056
0,MQ135,97,0.6707150458863925,0.3858434161900893
0,MQ135,98,0.641313985279966,0.4305136397694682
0,MQ135,99,0.5988481491296622,0.46051843946760984
0,MQ138,0,0.7070100097666491,0.3479646112421669
0,MQ138,1,0.6691051456051568,0.31742626443137906
0,MQ138,2,0.6350189631987148,0.2881919187462379
0,MQ138,3,0.6001235651457104,0.26084368692989907
0,MQ138,4,0.5352437930530262,0.2742426563896607
0,MQ138,5,0.5628428907614137,0.23216333488474009
0,MQ138,6,0.5448799329895152,0.23245045795140645
0,MQ138,7,0.5114367332486754,0.2123945971894547
0,MQ138,8,0.5062107115909559,0.2143608077760868
0,MQ138,9,0.47198865157484476,0.17627833118238886
0,MQ138,10,0.43613225119552373,0.2227596385533321
0,MQ138,11,0.45363630284512085,0.28305920494761455
0,MQ138,12,0.3999627346782143,0.2953780252487596
0,MQ138,13,0.38674498132738416,0.3035322939984674
0,MQ138,14,0.38274543916410914,0.29298306368490157
0,MQ138,15,0.3352487119712513,0.22304850063710774
0,MQ138,16,0.3225949722527474,0.2344817554500278
0,MQ138,17,0.3444871896683739,0.28279238989862404
0,MQ138,18,0.35195226752422204,0.2822239580784777
0,MQ138,19,0.3456851724270548,0.2654048416640919
0,MQ138,20,0.35310507193000523,0.2625082422020207
0,MQ138,21,0.35895047006973424,0.25511852275205393
0,MQ138,22,0.36285567341584646,0.26527338336106887
0,MQ138,23,0.3990803383078636,0.23014954006181382
0,MQ138,24,0.4573049701360028,0.2540034485913904
0,MQ138,25,0.41099593646731375,0.21433528629667753
0,MQ138,26,0.4544692334753304,0.26194121966011735
0,MQ138,27,0.43940990417810943,0.23594299368345484
0,MQ138,28,0.41350181074398457,0.2182247387455127
0,MQ138,29,0.37671651125013517,0.19377676731596488
0,MQ138,30,0.382582445938982,0.1921238391862599
0,MQ138,31,0.3962221096651361,0.1792968188032466
0,MQ138,32,0.37352619328653125,0.1723237114008861
0,MQ138,33,0.3717233256990161,0.1689860385472324
0,MQ138,34,0.3383177579907353,0.1389735792548948
0,MQ138,35,0.36599993110666384,0.20924620542593197
0,MQ138,36,0.378811427430571,0.19620885873115226
0,MQ138,37,0.3710381665990426,0.16275905692137116
0,MQ138,38,0.4045494278584722,0.213785350817429
0,MQ138,39,0.4280652141589839,0.256306807345433
0,MQ138,40,0.43605669163772776,0.2405920616026344
0,MQ138,41,0.47587851317953633,0.2632227168690837
0,MQ138,42,0.47210494467796843,0.27403597302719623
0,MQ138,43,0.489224842685809,0.25242885969559276
0,MQ138,44,0.4998185633661921,0.27094726933315666
0,MQ138,45,0.5004639907998218,0.25693600184596915
0,MQ138,46,0.5046228418181975,0.2561658754845672
0,MQ138,47,0.4858221525923486,0.27400142576784614
0,MQ138,48,0.4969129370676274,0.25408368976934437
0,MQ138,49,0.4829441181375298,0.26909059406888813
0,MQ138,50,0.5163235811002661,0.2453236449857308
0,MQ138,51,0.5215478286548747,0.24180619288360858
0,MQ138,52,0.5180186504443421,0.24390869962131817
0,MQ138,53,0.5228816594674607,0.2426321696093849
0,MQ138,54,0.5394227602953348,0.2455014616462853
0,MQ138,55,0.5360055021526371,0.23019958281622344
0,MQ138,56,0.5283957867755058,0.2212906848126357
0,MQ138,57,0.5465207650907895,0.22634501066665433
0,MQ138,58,0.5443267457438924,0.22979129555657718
0,MQ138,59,0.5294853108857145,0.22566635241845093
0,MQ138,60,0.5558173376729055,0.24349780704636007
0,MQ138,61,0.5581193454133482,0.23243698224081072
0,MQ138,62,0.5712919541361292,0.24830784595326716
0,MQ138,63,0.5672081039609482,0.23344109574646849
0,MQ138,64,0.5705915419844405,0.23115761715641556
0,MQ138,65,0.5904200491877752,0.23887438793295457
0,MQ138,66,0.5555241381535277,0.21463802715239924
0,MQ138,67,0.5878174648400771,0.23865730955624243
0,MQ138,68,0.5818092463002414,0.24153252730435748
0,MQ138,69,0.5597388541845305,0.23077967790902273
0,MQ138,70,0.5774228279948502,0.25741889465774037
0,MQ138,71,0.5896694320272025,0.2606978321837236
0,MQ138,72,0.6072957150375189,0.2587518966260226
0,MQ138,73,0.6024558523873845,0.25849518878708583
0,MQ138,74,0.6173481962044572,0.250729577848377
0,MQ138,75,0.6193847646264239,0.2417277723598487
0,MQ138,76,0.6201466878184877,0.24396616915434735
0,MQ138,77,0.6187434488667095,0.23792403413635452
0,MQ138,78,0.6222330832564927,0.24469608203051255
0,MQ138,79,0.6376977112545859,0.22960021383788276
0,MQ138,80,0.6454118172245299,0.22690637067901193
0,MQ138,81,0.6595062231105455,0.23666264889066282
0,MQ138,82,0.6682168620122595,0.23937029017240385
0,MQ138,83,0.6750286803954016,0.25381442999566267
0,MQ138,84,0.6854199949837216,0.24460579306882152
0,MQ138,85,0.6877418221681053,0.23957266555967646
0,MQ138,86,0.6828155424205894,0.2369967341354466
0,MQ138,87,0.7092914455343189,0.24491910049128865
0,MQ138,88,0.7533410671494443,0.24094852179507759
0,MQ138,89,0.765004963387789,0.25840332838071495
0,MQ138,90,0.7868114185219244,0.25201242526621287
0,MQ138,91,0.7931905034704014,0.24134501479448744
0,MQ138,92,0.8013458455618291,0.24670708748149167
0,MQ138,93,0.7974378711889429,0.23642968370528944
0,MQ138,94,0.7545391927438329,0.22822603971707398
0,MQ138,95,0.704887587203236,0.2618071892353755
0,MQ138,96,0.6557805875661122,0.28453461582564216
0,MQ138,97,0.6277659226458066,0.3478529218870944
0,MQ138,98,0.5979715723016578,0.38403385331683687
0,MQ138,99,0.5675166929144045,0.40071169125280853
0,MQ2,0,0.3927347204581574,0.30290148896134816
0,MQ2,1,0.39365125834776776,0.3063319423379121
0,MQ2,2,0.4373194403259878,0.297985179103633
0,MQ2,3,0.4361429141995451,0.29762199335831074
0,MQ2,4,0.3935099161101717,0.27736177576796367
0,MQ2,5,0.3742200421122059,0.28157211437835267
0,MQ2,6,0.4489436182998395,0.27764223887056083
0,MQ2,7,0.32195033986324845,0.2392784799551672
0,MQ2,8,0.308892031152161,0.2003961114457295
0,MQ2,9,0.299272743116103,0.21544938547558826
0,MQ2,10,0.4335178087037639,0.27237555576802036
0,MQ2,11,0.43052576309797297,0.2767775843398233
0,MQ2,12,0.409281712712069,0.25317542261648496
0,MQ2,13,0.4247538547144115,0.3067477390068675
0,MQ2,14,0.4387966213181728,0.2855073523708124
0,MQ2,15,0.43389903784180833,0.28062786681002044
0,MQ2,16,0.3270630101291924,0.2326563169736466
0,MQ2,17,0.3412907263944601,0.24944012072621624
0,MQ2,18,0.35757425103144297,0.24690204941163116
0,MQ2,19,0.3682702985510198,0.22965586335512367
0,MQ2,20,0.40964368911432913,0.2772734048819176
0,MQ2,21,0.40661299146294194,0.26271442038826726
0,MQ2,22,0.41958137874482276,0.24730946483301322
0,MQ2,23,0.4579553174646134,0.27061005877860694
0,MQ2,24,0.4813667652478325,0.2805772827577569
0,MQ2,25,0.42113478331072696,0.24065434993822948
0,MQ2,26,0.41750199939238103,0.2479309464599601
0,MQ2,27,0.4063078362406074,0.2517574987137943
0,MQ2,28,0.38624507666442714,0.24753819938810415
0,MQ2,29,0.35389469449821254,0.24136800599535987
0,MQ2,30,0.3416284043800705,0.2603164080879126
0,MQ2,31,0.3590865303586659,0.270206313668919
0,MQ2,32,0.338940850681376,0.28058102319306316
0,MQ2,33,0.3503337292130096,0.2808085041801053
0,MQ2,34,0.32082393786013325,0.24794436290088695
0,MQ2,35,0.3619081231951071,0.2833652086135414
0,MQ2,36,0.3608465733641495,0.2877554985281408
0,MQ2,37,0.3695403313613558,0.2688472514317148
0,MQ2,38,0.3674396347084153,0.28047066269713505
0,MQ2,39,0.3733119652613673,0.27782196725327224
0,MQ2,40,0.3987015797207745,0.27119345810779544
0,MQ2,41,0.4479095445824033,0.331857537770523
0,MQ2,42,0.43804571439074624,0.29969467941907935
0,MQ2,43,0.42461449017313274,0.2790089993625636
0,MQ2,44,0.43727844108699404,0.2829341012079386
0,MQ2,45,0.4179361567031214,0.2698348767921859
0,MQ2,46,0.41358773979330565,0.2615632562283268
0,MQ2,47,0.44636330749672254,0.28366405096770864
0,MQ2,48,0.43758295359054195,0.2910937401993284
0,MQ2,49,0.433533376656992,0.28457547712563164
0,MQ2,50,0.4453696788190817,0.28501203493308114
0,MQ2,51,0.44036118459881674,0.26595852547565013
0,MQ2,52,0.45997553750093445,0.28850052546730753
0,MQ2,53,0.4689490972628735,0.287588795174932
0,MQ2,54,0.4757166732038649,0.2753099137601851
0,MQ2,55,0.475925821764059,0.2859817310880893
0,MQ2,56,0.43103571067693175,0.26229218721875347
0,MQ2,57,0.5041892313500979,0.2845438799520809
0,MQ2,58,0.506288852406607,0.2874829151244555
0,MQ2,59,0.5182945900409808,0.2941238111924398
0,MQ2,60,0.5028041730420223,0.27924352931755236
0,MQ2,61,0.5260862161204605,0.2928622584303926
0,MQ2,62,0.5226910934434724,0.28768512025199483
0,MQ2,63,0.5321334380181968,0.29428074303914625
0,MQ2,64,0.5383158423086338,0.2915717099726962
0,MQ2,65,0.5696283463325035,0.2996144572037531
0,MQ2,66,0.5094897414151993,0.29523083981689513
0,MQ2,67,0.5612045111279225,0.29574549634626995
0,MQ2,68,0.5640290897708075,0.3004309921868988
0,MQ2,69,0.5214782140757174,0.304533728756844
0,MQ2,70,0.5825979646801421,0.3121246927144924
0,MQ2,71,0.5857547205904505,0.3081440536205973
0,MQ2,72,0.592562969727353,0.30724697783523486
0,MQ2,73,0.5980312721190008,0.31808960701091815
0,MQ2,74,0.6119125025844203,0.3212216548370641
0,MQ2,75,0.61487467482661,0.3167738824162838
0,MQ2,76,0.6230157661406096,0.32390409408093396
0,MQ2,77,0.6426734671516103,0.32047032778095863
0,MQ2,78,0.6513386777238963,0.32238413471065175
0,MQ2,79,0.6611286178296824,0.3198802332058781
0,MQ2,80,0.6656567101364116,0.3189684332009611
0,MQ2,81,0.6800453410891939,0.3264215177039977
0,MQ2,82,0.681466630503898,0.3254778322474392
0,MQ2,83,0.68779799241228,0.32136845739232145
0,MQ2,84,0.6910064109236824,0.3173210436296935
0,MQ2,85,0.687045943442605,0.3124485036865642
0,MQ2,86,0.6810376047534578,0.3169442780834987
0,MQ2,87,0.681354604492628,0.3085564407526598
0,MQ2,88,0.6913530928343754,0.3076368506778323
0,MQ2,89,0.6724752364526381,0.2987830339589519
0,MQ2,90,0.6740435231444368,0.324946515508198
0,MQ2,91,0.6934806380462424,0.3040690456077035
0,MQ2,92,0.7060094585541433,0.3070375843399266
0,MQ2,93,0.6866118380397842,0.2894344320690447
0,MQ2,94,0.6432537433711669,0.2778768508209982
0,MQ2,95,0.5963282494839811,0.2969178197930007
0,MQ2,96,0.5459256370658969,0.3439708569580465
0,MQ2,97,0.5157234758578229,0.3767132062852996
0,MQ2,98,0.5007959283153416,0.40873339104009143
0,MQ2,99,0.4870128885808034,0.43119646325372835
0,MQ3,0,0.30116701120727124,0.27280935592958006
0,MQ3,1,0.32519760003746206,0.2699087876558113
0,MQ3,2,0.27352309008801035,0.24413702123122077
0,MQ3,3,0.28633956865756266,0.2365174652916866
0,MQ3,4,0.3408158392959789,0.26216530142075145
0,MQ3,5,0.3493598185318296,0.2686020775258719
0,MQ3,6,0.3324075948230795,0.24303998448482642
0,MQ3,7,0.45490237180275683,0.2546627374106752
0,MQ3,8,0.468253310360146,0.282093292703369
0,MQ3,9,0.4496967403310935,0.26194720443770375
0,MQ3,10,0.3242642729698357,0.22196015855447668
0,MQ3,11,0.328827674880307,0.2200770614247492
0,MQ3,12,0.33480825414010584,0.2695060821031288
0,MQ3,13,0.28880468897175604,0.26129528203735713
0,MQ3,14,0.2919854613163731,0.2561978456828701
0,MQ3,15,0.3231583058233538,0.25236268750351304
0,MQ3,16,0.46754151282418244,0.28655590827267013
0,MQ3,17,0.4194694111180865,0.2959839693516136
0,MQ3,18,0.4145461204873518,0.3106041777103858
0,MQ3,19,0.42921599466151783,0.29479257916002055
0,MQ3,20,0.4900027109570781,0.3273615914454803
0,MQ3,21,0.5055047835175303,0.3003103186380449
0,MQ3,22,0.5137366471468008,0.3002621822526431
0,MQ3,23,0.570569852861768,0.2814634865597254
0,MQ3,24,0.61964705550752,0.2584455522033504
0,MQ3,25,0.6330939033394807,0.2474618372556714
0,MQ3,26,0.5794764451364088,0.22298297838716596
0,MQ3,27,0.535930693558805,0.23081275511144064
0,MQ3,28,0.5335429012094102,0.2217466926795513
0,MQ3,29,0.5307524752897271,0.1897216157714219
0,MQ3,30,0.4558606656419652,0.21596516908777177
0,MQ3,31,0.48185068718110413,0.217762302866137
0,MQ3,32,0.45915183020531786,0.23535241287582145
0,MQ3,33,0.467043101207928,0.22777196083868773
0,MQ3,34,0.513316315212953,0.20961044956339414
0,MQ3,35,0.47050542685256985,0.21750122670758534
0,MQ3,36,0.49207048565373024,0.22182959659713836
0,MQ3,37,0.5314761464415977,0.19989285916333208
0,MQ3,38,0.5125414991721072,0.2410379708659956
0,MQ3,39,0.5357240332414174,0.23554346167171553
0,MQ3,40,0.5461384258739519,0.23788181517435306
0,MQ3,41,0.6104603375399066,0.22749425691983152
0,MQ3,42,0.6095155278208153,0.2206092994478403
0,MQ3,43,0.6320316107139885,0.16952314360990559
0,MQ3,44,0.6152218948254068,0.21318752247758108
0,MQ3,45,0.6097008949480629,0.2116065651873983
0,MQ3,46,0.6085308235192127,0.2009890019642346
0,MQ3,47,0.6296961848901551,0.2019067548861847
0,MQ3,48,0.61938663118358,0.21525035195329575
0,MQ3,49,0.6419677151447603,0.20665684287174504
0,MQ3,50,0.6523676719019041,0.19183521819159607
0,MQ3,51,0.6712532229787165,0.14097695876947688
0,MQ3,52,0.6538624755068383,0.18764804713689467
0,MQ3,53,0.6819889152917036,0.19034238363997882
0,MQ3,54,0.6267904662973218,0.2006936122586223
0,MQ3,55,0.6798585355597716,0.1823849850942323
0,MQ3,56,0.6913098136532206,0.17683878225567784
0,MQ3,57,0.6729577707504827,0.21197850321317704
0,MQ3,58,0.7250098638449587,0.18727648997901394
0,MQ3,59,0.7434526405946594,0.19228300224892356
0,MQ3,60,0.7282430005718723,0.1992756427418628
0,MQ3,61,0.7469582496333518,0.1871072847627836
0,MQ3,62,0.7708174681604577,0.13015102602949394
0,MQ3,63,0.7558321726813865,0.18575668327897585
0,MQ3,64,0.7634926417716368,0.1945697096820509
0,MQ3,65,0.7555596556002401,0.1998275446391546
0,MQ3,66,0.8174052061251225,0.10831016185833466
0,MQ3,67,0.7715061096663675,0.19814993888685137
0,MQ3,68,0.7772506653118968,0.20135597959025953
0,MQ3,69,0.81750810711463,0.10586127899943654
0,MQ3,70,0.7946574197539462,0.1933537130058532
0,MQ3,71,0.7918614140232434,0.1958580114773395
0,MQ3,72,0.7998151522468385,0.19968741404528192
0,MQ3,73,0.8185021653149578,0.1955861225209287
0,MQ3,74,0.8141416319970183,0.19940074527470597
0,MQ3,75,0.8147805405292037,0.19032487864359451
0,MQ3,76,0.8121235222426123,0.19628031316594016
0,MQ3,77,0.8263064377809172,0.19505697600012675
0,MQ3,78,0.8516622084313064,0.19531268987698377
0,MQ3,79,0.8126901840303752,0.2128905192646412
0,MQ3,80,0.8250118999285662,0.20225003381639148
0,MQ3,81,0.8226464199248857,0.21208414084976457
0,MQ3,82,0.833604413358041,0.2028714299007611
0,MQ3,83,0.8411275710856786,0.19503631756857798
0,MQ3,84,0.865126697076937,0.19504893427772302
0,MQ3,85,0.8731182052334759,0.1859774108481209
0,MQ3,86,0.8685470527463847,0.19613984426728967
0,MQ3,87,0.8512853979750666,0.21276021305587403
0,MQ3,88,0.8696497174446433,0.19810578372856605
0,MQ3,89,0.9012972517452674,0.11606713372598142
0,MQ3,90,0.8408540692844767,0.22292229415597486
0,MQ3,91,0.8668110057801046,0.23583690031885188
0,MQ3,92,0.8792334736562782,0.21303123634620927
0,MQ3,93,0.874710303603509,0.20712740743884214
0,MQ3,94,0.8078366795459087,0.22673038596119313
0,MQ3,95,0.7678894060905491,0.2510982601739884
0,MQ3,96,0.7154619797683118,0.3087044840749271
0,MQ3,97,0.6546875066152812,0.3709409520953118
0,MQ3,98,0.636294798100384,0.4138467209237657
0,MQ3,99,0.6036961624278266,0.44750310622227885
0,MQ7,0,0.4918525791993767,0.4020606462635477
0,MQ7,1,0.4599449328997402,0.37845917016688846
0,MQ7,2,0.5241174048553539,0.36802301614308014
0,MQ7,3,0.5084617646237541,0.35879064824289825
0,MQ7,4,0.4528677559038667,0.3254522606009497
0,MQ7,5,0.4386851141335425,0.34511528350338944
0,MQ7,6,0.4936689072620797,0.34275292224467435
0,MQ7,7,0.36696204113118663,0.32140849314667136
0,MQ7,8,0.3260230182091356,0.3039036531430626
0,MQ7,9,0.3354605871949738,0.3023275150191084
0,MQ7,10,0.45573714497478174,0.35807151123903985
0,MQ7,11,0.4118628964862548,0.3519125846834612
0,MQ7,12,0.42463563231790713,0.35235625242500573
0,MQ7,13,0.44514776030177156,0.3707151753224833
0,MQ7,14,0.4438717215643483,0.36491263207982566
0,MQ7,15,0.4487366673975736,0.3626520963173772
0,MQ7,16,0.3503761718651663,0.3334093201170934
0,MQ7,17,0.36869450158853023,0.35265521887794476
0,MQ7,18,0.3796166601181549,0.3457447127481711
0,MQ7,19,0.378621078844366,0.3442875224307332
0,MQ7,20,0.3731747981469383,0.33279028743571326
0,MQ7,21,0.37300580206451106,0.3488264294123114
0,MQ7,22,0.35727079887822205,0.3362764115493542
0,MQ7,23,0.42402326455916556,0.3475437691280422
0,MQ7,24,0.4114920592505806,0.347511761431128
0,MQ7,25,0.38305632683019664,0.33398401204829636
0,MQ7,26,0.37850246294563794,0.34988394656410976
0,MQ7,27,0.3576019453217715,0.31826387545534035
0,MQ7,28,0.3390143714043958,0.3179148576154837
0,MQ7,29,0.3466166913515751,0.27966604320842553
0,MQ7,30,0.3353170234110209,0.288673226373934
0,MQ7,31,0.2846579176375687,0.2907021908071523
0,MQ7,32,0.31580328769367655,0.2893293784339112
0,MQ7,33,0.3360601961518067,0.286616809837607
0,MQ7,34,0.36701919193985355,0.2996502220535826
0,MQ7,35,0.34988821715095414,0.2929346951188423
0,MQ7,36,0.3531976931817289,0.28650908379903617
0,MQ7,37,0.34382353356106093,0.2975600939792991
0,MQ7,38,0.3966705723557236,0.32082271251645533
0,MQ7,39,0.4023050377129212,0.32474557678762367
0,MQ7,40,0.36454232330693037,0.3187651875340135
0,MQ7,41,0.3889948335737917,0.326863511651214
0,MQ7,42,0.3875497964622093,0.3248889828299884
0,MQ7,43,0.3762456668410808,0.2906131617367136
0,MQ7,44,0.3684574716102146,0.31424549380871536
0,MQ7,45,0.3856456408942789,0.3147577468549948
0,MQ7,46,0.3739711320157364,0.31503967434565316
0,MQ7,47,0.3196194674883143,0.31744996172151957
0,MQ7,48,0.3444887766500792,0.3311535813345446
0,MQ7,49,0.3507628215949043,0.33012984169024323
0,MQ7,50,0.33873248694934405,0.33076560660015936
0,MQ7,51,0.3484588640725774,0.3175681397127
0,MQ7,52,0.3661970347946066,0.3440439807426654
0,MQ7,53,0.35614656057966737,0.34099942321274335
0,MQ7,54,0.35977768170408786,0.3410673763548636
0,MQ7,55,0.3561993585203293,0.3452200722020749
0,MQ7,56,0.339391273340257,0.30893579015220757
0,MQ7,57,0.3425806676821714,0.3079298397310035
0,MQ7,58,0.36161965360645004,0.31014090391609156
0,MQ7,59,0.3740878806057969,0.31080847640127707
0,MQ7,60,0.41654134008176213,0.3091238941918181
0,MQ7,61,0.38442700524756557,0.3088034800333381
0,MQ7,62,0.4066511486442119,0.3196993203355805
0,MQ7,63,0.4028545097116445,0.30705636759881394
0,MQ7,64,0.40989668311704663,0.3143900565714234
0,MQ7,65,0.39370007497588644,0.33107935186370907
0,MQ7,66,0.3820844950251375,0.32890202512321587
0,MQ7,67,0.438251734119448,0.3618926191454595
0,MQ7,68,0.43751604721568105,0.3661560417467992
0,MQ7,69,0.3997523606622389,0.324636832823513
0,MQ7,70,0.4270366212859043,0.34552845865837467
0,MQ7,71,0.4335620718504342,0.34608871699463983
0,MQ7,72,0.4442886206588553,0.35712195824745613
0,MQ7,73,0.44301123825768896,0.3575978658307293
0,MQ7,74,0.44621454944461236,0.3593750248244139
0,MQ7,75,0.4997443738783006,0.3499809522703771
0,MQ7,76,0.4955217448311475,0.34842699416241196
0,MQ7,77,0.5010532021597296,0.348509495331681
0,MQ7,78,0.5077100699582471,0.3493809686139585
0,MQ7,79,0.506205802533037,0.35527323092264607
0,MQ7,80,0.506529238711801,0.36101988038185245
0,MQ7,81,0.49739753975756984,0.35365244637772775
0,MQ7,82,0.5024766090454065,0.3529968757941763
0,MQ7,83,0.5363446578605433,0.3603410680960406
0,MQ7,84,0.5419282090120561,0.3508548937597333
0,MQ7,85,0.5539876408727316,0.3540846387158317
0,MQ7,86,0.5693712242693271,0.3658613076549276
0,MQ7,87,0.5540026005169336,0.3572701729289098
0,MQ7,88,0.5548773588152807,0.3382296388737761
0,MQ7,89,0.5849792267529428,0.31592359908968787
0,MQ7,90,0.6124378583748853,0.3367562278205533
0,MQ7,91,0.6299397409849536,0.3418338570748023
0,MQ7,92,0.6406470866988814,0.34259871147794013
0,MQ7,93,0.6323600308937836,0.34733601355451343
0,MQ7,94,0.6012591871600366,0.3500656068273223
0,MQ7,95,0.5791591392478201,0.3704055607288146
0,MQ7,96,0.5606494378766096,0.3816959514666608
0,MQ7,97,0.5705826164690209,0.4044160208409961
0,MQ7,98,0.5563783186969873,0.404783992932584
0,MQ7,99,0.5542211739144308,0.4390701615886823
0,MQ8,0,0.2761133836825382,0.2996994358890581
0,MQ8,1,0.26866544085265776,0.3031213648062816
0,MQ8,2,0.2877237704186749,0.29362627471027414
0,MQ8,3,0.2814570686626444,0.2846758501496323
0,MQ8,4,0.3174834493484997,0.2881400221740087
0,MQ8,5,0.29953705047709367,0.28627654574603917
0,MQ8,6,0.33376223425933665,0.29326607213979955
0,MQ8,7,0.2824548185921996,0.28779968907248504
0,MQ8,8,0.26430115594808523,0.2924477891711055
0,MQ8,9,0.2785235356835442,0.28582996166417324
0,MQ8,10,0.2850793668840592,0.2651813678182857
0,MQ8,11,0.32875413350041116,0.3382695344514891
0,MQ8,12,0.4034284749462405,0.3491878401001645
0,MQ8,13,0.3175320635638574,0.24351978342337327
0,MQ8,14,0.331583864852872,0.25095999528879764
0,MQ8,15,0.35020048519553676,0.24929860885929808
0,MQ8,16,0.3177103684573779,0.24474027989383984
0,MQ8,17,0.32610719077425204,0.27970622809598483
0,MQ8,18,0.3765614041833595,0.2943121433196007
