feature,tipo,importancia_media,importancia_desvio,amostra_teste_usada
Pres_kPa,ambiente_confirmado_por_datasheet,0.07865203871742203,0.002975217434657028,8000
MQ2_corrigido_env,mq_corrigido_por_datasheet_ambiente,0.07212255301030537,0.0018767271278001155,8000
MQ138_corrigido_env,mq_corrigido_por_datasheet_ambiente,0.06234396919807639,0.0017242528962492186,8000
Soil_indice_0_1,ambiente_confirmado_por_datasheet,0.024483277693315465,0.001242486841923977,8000
MQ8_corrigido_env,mq_corrigido_por_datasheet_ambiente,0.023390703248172474,0.0009067366678674643,8000
MQ135_corrigido_env,mq_corrigido_por_datasheet_ambiente,0.014188901878751947,0.000992362490905681,8000
MQ7_corrigido_env,mq_corrigido_por_datasheet_ambiente,0.009849762257987149,0.0014055227096410943,8000
MQ3_corrigido_env,mq_corrigido_por_datasheet_ambiente,0.007203807824825814,0.0007004562978190253,8000
Temp_C,ambiente_confirmado_por_datasheet,-0.002751224233618443,0.0020462048810265705,8000
