cenario,linhas_avaliadas,accuracy,balanced_accuracy,f1_macro,linhas_treino,coletas_removidas
baseline_recalculada,22115,0.9320370789057201,0.9299628757807419,0.9314687051946788,41258,
sem_C16_duplicada,22115,0.9311779335292788,0.9290161312914677,0.9305714131589107,39936,C16
sem_C17_ruidosa,22115,0.9385484964955912,0.9362543189103446,0.9379599378621846,39997,C17
sem_C29_C31_soil_treino,22115,0.7810083653628759,0.7854115352069565,0.7790614263081539,37062,C29 | C31
sem_C15_C16_duplicatas,22115,0.9069409902780918,0.9039807540287773,0.9056999699998045,38614,C15 | C16
sem_criticas_do_treino,22115,0.9318562061948903,0.929318355924204,0.9311123871450644,34479,C16 | C17 | C29 | C31
