avaliacao,modelo,fold,accuracy_sem_pressao,balanced_accuracy_sem_pressao,f1_macro_sem_pressao,accuracy_dia_20_mais,balanced_accuracy_dia_20_mais,f1_macro_dia_20_mais
stratified_group_kfold_media,random_forest_baseline,media,0.8270338177246996,0.8202498245952834,0.8199311565070919,0.6649539845646005,0.6549263405106246,0.6236372345373585
stratified_group_kfold_media,random_forest_leaf10,media,0.8202336856994059,0.8130212085281968,0.8124984682215025,0.7008235818378453,0.6920407829289024,0.6653652263544376
stratified_group_kfold_media,extra_trees_leaf5,media,0.8691659140779711,0.865659573286661,0.8648100836773548,0.6533749626015452,0.6478303264868902,0.6152269415381455
stratified_group_kfold_media,extra_trees_leaf10,media,0.8715897936996001,0.8688295424923146,0.8677049363743734,0.6684438094018907,0.6592414966132132,0.629382554290495
stratified_group_kfold_media,extra_trees_leaf50,media,0.8427689035368233,0.8357959790106315,0.8342978868746631,0.6582888241192422,0.6514558722619188,0.6157475901726165
stratified_group_kfold_media,hist_gradient_boosting,media,0.8107093901837906,0.7988099852716665,0.789750550387835,0.7212112509618358,0.7083376653213764,0.6783437953833021
stratified_group_kfold_media,logistic_regression_scaled,media,0.6730362061441947,0.669276349680825,0.6658630650114539,0.7622584311804071,0.7640265964335649,0.7467332333903005
